tc_id,source_file,original_entry_detail,extracted_token,not_a_key_subtype,confidence,proposed_action,resolution_requirement,rationale,required_decision
ALTBASIC_PDM_044,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:1. Pedometer app 실행 > 성별 focus된 상태 > press_key:2. Press down(하드키),성별 focus된 상태,VERIFIER_FOCUS_STATE,high,verifier:focus_state,VERIFIER_FOCUS,focus token + state/observe marker,screen_verifier_decision
ALTBASIC_PFW_010,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 포토 슬라이드쇼에 포커싱 활성화 > 왼쪽 버튼 누름 > press_key:2. 오른쪽 버튼 누름 > press_key:3. 위쪽 버튼 누름,포토 슬라이드쇼에 포커싱 활성화,VERIFIER_FOCUS_CANDIDATE,medium,verifier:focus_state?,VERIFIER_FOCUS_CANDIDATE,"bare focus token, move-vs-verify ambiguous",focus_intent_decision
ALTBASIC_PFW_011,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 왼쪽 화살표에 포커싱 > 왼쪽 버튼 누름 > press_key:2. 왼쪽 화살표에 포커싱 > 위쪽 버튼 누름 > press_key:3. 우측 상단 '설정' 아이콘에 포커싱 > 위쪽 버튼 누름 > press_key:4. 왼쪽 화살표에 포커싱 > 아래쪽 버튼 누름,왼쪽 화살표에 포커싱,VERIFIER_FOCUS_CANDIDATE,medium,verifier:focus_state?,VERIFIER_FOCUS_CANDIDATE,"bare focus token, move-vs-verify ambiguous",focus_intent_decision
ALTBASIC_PFW_011,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 왼쪽 화살표에 포커싱 > 왼쪽 버튼 누름 > press_key:2. 왼쪽 화살표에 포커싱 > 위쪽 버튼 누름 > press_key:3. 우측 상단 '설정' 아이콘에 포커싱 > 위쪽 버튼 누름 > press_key:4. 왼쪽 화살표에 포커싱 > 아래쪽 버튼 누름,왼쪽 화살표에 포커싱,VERIFIER_FOCUS_CANDIDATE,medium,verifier:focus_state?,VERIFIER_FOCUS_CANDIDATE,"bare focus token, move-vs-verify ambiguous",focus_intent_decision
ALTBASIC_PFW_011,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 왼쪽 화살표에 포커싱 > 왼쪽 버튼 누름 > press_key:2. 왼쪽 화살표에 포커싱 > 위쪽 버튼 누름 > press_key:3. 우측 상단 '설정' 아이콘에 포커싱 > 위쪽 버튼 누름 > press_key:4. 왼쪽 화살표에 포커싱 > 아래쪽 버튼 누름,우측 상단 '설정' 아이콘에 포커싱,VERIFIER_FOCUS_CANDIDATE,medium,verifier:focus_state?,VERIFIER_FOCUS_CANDIDATE,"bare focus token, move-vs-verify ambiguous",focus_intent_decision
ALTBASIC_PFW_011,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 왼쪽 화살표에 포커싱 > 왼쪽 버튼 누름 > press_key:2. 왼쪽 화살표에 포커싱 > 위쪽 버튼 누름 > press_key:3. 우측 상단 '설정' 아이콘에 포커싱 > 위쪽 버튼 누름 > press_key:4. 왼쪽 화살표에 포커싱 > 아래쪽 버튼 누름,왼쪽 화살표에 포커싱,VERIFIER_FOCUS_CANDIDATE,medium,verifier:focus_state?,VERIFIER_FOCUS_CANDIDATE,"bare focus token, move-vs-verify ambiguous",focus_intent_decision
ALTBASIC_PFW_022,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. Photo sildeshow 편집 > 뒤로가기 포커스 > Press right,뒤로가기 포커스,VERIFIER_FOCUS_CANDIDATE,medium,verifier:focus_state?,VERIFIER_FOCUS_CANDIDATE,"bare focus token, move-vs-verify ambiguous",focus_intent_decision
ALTBASIC_SST_008,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:쉬운 설정 > Press 방향키 or OK,쉬운 설정,SELECTOR_DISCOVERY,low,tap:<selector-discovery>,SELECTOR,bare UI-label / explicit tap target,device_selector_discovery
ALTBASIC_SST_013,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,tap:방향키로 Simple setting > 배경화면 및 스타일 tap,배경화면 및 스타일 tap,VERIFIER_SCREEN_PRESENT,medium,verifier:screen_present,VERIFIER_SCREEN,"screen/state reference, no focus",screen_verifier_decision
ALTBASIC_SST_014,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,tap:방향키로 Simple setting > 디스플레이 tap,디스플레이 tap,SELECTOR_DISCOVERY,low,tap:<selector-discovery>,SELECTOR,bare UI-label / explicit tap target,device_selector_discovery
ALTBASIC_SST_015,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,tap:방향키로 Simple setting > 안심기능 tap,안심기능 tap,SELECTOR_DISCOVERY,low,tap:<selector-discovery>,SELECTOR,bare UI-label / explicit tap target,device_selector_discovery
ALTBASIC_SST_016,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,tap:방향키로 Simple setting > 안전 및 긴급 상황 tap,안전 및 긴급 상황 tap,MANUAL_RETAIN,low,(manual),BLOCKER,truncated or sensitive phrase,manual_review
