sheet,tc_id,functionality,procedure,expected,csv_safety_prev,classification,reason,judge_method
30.Voice Recorder,41.0,녹음 파일 이름 변경,1. 라디오 앱 Tap > 파일 목록 Tap > 녹음된 음성 파일 Tap > 이름변경 아이콘 Tap > 새로운 이름 Input > 취소 Tap,"1. Input 박스에 입력한 새로운 이름이 아닌, 기존의 이름으로 여전히 파일 이름이 노출된다.",INPUT_REQUIRED,REVIEW_QUEUE,직독: fixture/editor·compose 진입/transient input/verifier 재설계/assert 분리 필요 (상세 분류는 재설계 트랙),human_confirmed
30.Voice Recorder,44.0,녹음 파일 재생,Voice Recorder > 녹음 파일 선택 > 재생,녹음 파일 0초부터 재생된다.,NAVIGATION_ONLY,EXCLUDE_CANDIDATE_UNREVIEWED,cue: 미디어 캡처 = 영속 mutation (구제 필터 통과 못함 — mutation 결과 서술 포함),cue_auto
30.Voice Recorder,45.0,녹음 파일 재생,Voice Recorder > 녹음 파일 선택 > 파일 재생바 랜덤 위치 선택 > 재생,재생바 선택한 위치의 시간부터 재생된다.,NAVIGATION_ONLY,EXCLUDE_CANDIDATE_UNREVIEWED,cue: 미디어 캡처 = 영속 mutation (구제 필터 통과 못함 — mutation 결과 서술 포함),cue_auto
30.Voice Recorder,46.0,녹음 파일 재생창,Voice Recorder > 녹음 파일 선택 > 파일 재생창 Drag down,녹음 파일 재생 창이 닫히고 뒤에있던 녹음 파일 목록 노출된다.,INPUT_REQUIRED,REVIEW_QUEUE,직독: fixture/editor·compose 진입/transient input/verifier 재설계/assert 분리 필요 (상세 분류는 재설계 트랙),human_confirmed
30.Voice Recorder,47.0,녹음 파일 편집 - UI,녹음 파일 목록 화면 진입 > 임의의 list 탭 > 화면 우하단의 [편집 아이콘] Tap >녹음 파일 편집 UI가 MMI 정의와 동일한지 확인,"음성/녹음 파일 선택 시, 출력되는 녹음 파일 편집 UI는 아래와 같습니다. ================================= [X] 녹음 파일 편집 저장 //저장 불가능 = 회색, 가능 = 파란색 {파일명}.{확장자명} YYYY-MM-DD HH:MM:SS //파일 생성 시각 [확대된 음파 그래프] [음파 그래프 시간] // 1초 단위로 구간이 표시됨 HH:MM:SS // 파일의 재생중인 구간 카운트 [선택 남김] ( ▷) [선택 삭제] [음파 그래프 편집 구간]",NAVIGATION_ONLY,REVIEW_QUEUE,표본검사: 편집 UI 노출 observe(저장 0) — fixture+editor 진입 no-save 설계,human_confirmed
30.Voice Recorder,48.0,녹음 파일 편집 - 재생,"1. ( ▷ )을 Tap > 음성녹음이 재생되는지 확인 2. ( ▷ )을 Tap > 재생 버튼 상단에 재생 카운트 값이 출력되는지 확인 3. ( ▷ )을 Tap > 현재 재생중인 구간이 보라색 선으로 표시되는지 확인(확대된 음파 그래프, 음파 그래프 편집 구간)",1. 선택한 음성녹음 파일의 현재 구간이 재생됩니다. 2. 파일 재생 카운트 값이 재생 버튼 상단에 출력됩니다. 3. 현재 재생 구간 표시선은 확대된 음파그래프와 음파 그래프 편집구간에 실시간으로 반영되고 보라색으로 아래와 같이 출력됩니다. ========= ▼ ㅣ ㅣ ㅣ ▲,NAVIGATION_ONLY,EXCLUDE_CANDIDATE_UNREVIEWED,cue: 미디어 캡처 = 영속 mutation (구제 필터 통과 못함 — mutation 결과 서술 포함),cue_auto
30.Voice Recorder,49.0,녹음 파일 편집 - 일시정지,"1. ( II )을 Tap > 음성녹음이 일시정지되는지 확인 2. ( II )을 Tap > 일시정지 버튼 상단에 재생 카운트 값이 출력되는지 확인 3. ( II )을 Tap > 현재 정지중인 구간이 보라색 선으로 표시되는지 확인(확대된 음파 그래프, 음파 그래프 편집 구간)",1. 선택한 음성녹음 파일의 재생이 멈춥니다. 2. 파일 재생 카운트 값이 일시정지 버튼 상단에 출력됩니다. 3. 현재 재생 구간 표시선은 확대된 음파그래프와 음파 그래프 편집구간에서 정지되고 보라색으로 아래와 같이 출력됩니다. ========= ▼ ㅣ ㅣ ㅣ ▲,NAVIGATION_ONLY,EXCLUDE_CANDIDATE_UNREVIEWED,cue: 미디어 캡처 = 영속 mutation (구제 필터 통과 못함 — mutation 결과 서술 포함),cue_auto
30.Voice Recorder,50.0,녹음 파일 편집 - 편집 구간 선택,1. 확대된 음파그래프에서 편집할 영역 설정이 가능한지 확인 2. 음파 그래프 편집 구간에서 편집할 영역 설정,1. 확대된 음파 그래프에서는 하늘색 실선(2개) 구간을 조정하여 편집할 영역 선택이 가능합니다. 2. 음파 그래프 편집구간에서 조정 UI를 사용하여 편집할 영역 선택이 가능합니다. ============== [< >] // 음파그래프 편집구간 조정 UI ● ● // 확대된 음파 그래프 조정 UI ㅣ ㅣ ㅣ ㅣ ㅣ ㅣ ● ● 3. 최소 편집구간 영역 선택은 2그리드여야한다. 2그리드 보다 좁아질 수 없음,NAVIGATION_ONLY,REVIEW_QUEUE,cue: pre fixture 전제,cue_auto
30.Voice Recorder,51.0,녹음 파일 편집 - 편집 구간 선택,"확대된 음파 그래프/ 음파 그래프 편집 구간에서 조정 UI 사용시, 좁은 구간으로 설정할 때 조정 UI가 서로 겹치지 않는지 확인",파란 막대 그래프 사이의 거리가 그리드 2칸 이내로 줄어들지 않음,NAVIGATION_ONLY,REVIEW_QUEUE,cue: pre fixture 전제,cue_auto
30.Voice Recorder,52.0,녹음 파일 편집 - 구간 편집 적용,1. (선택 남김)을 Tap > 선택한 구간만 남고 나머지 구간은 삭제되는지 확인 2. (선택 삭제)을 Tap > 선택한 구간삭제되고 나머지 구간이 자동으로 이어지는지 확인,"1. (선택 남김)을 Tap할 경우, 선택한 구간만 남습니다. 2. (선택 삭제)를 Tap할 경우, 선택한 구간만 삭제되고 나머지 구간이 자동으로 연결됩니다.",NAVIGATION_ONLY,EXCLUDE_CANDIDATE_UNREVIEWED,cue: 삭제 = mutation (구제 필터 통과 못함 — mutation 결과 서술 포함),cue_auto
30.Voice Recorder,53.0,녹음 파일 편집 - 구간 편집 불가,"1. 음파 그래프 편집 구간이 전체로 설정(녹음 파일 편집 화면 진입 디폴트값)된 경우, (선택 남김)과 (선택 삭제) 버튼이 비활성화 되었는지 확인","음파 그래프 편집 구간이 전체로 설정된 경우, (선택 남김)과 (선택 삭제) 버튼이 비활성화 처리됩니다.",INPUT_REQUIRED,EXCLUDE_CANDIDATE_UNREVIEWED,cue: 미디어 캡처 = 영속 mutation; 삭제 = mutation; 상태 토글 = mutation (구제 필터 통과 못함 — mutation 결과 서술 포함),cue_auto
30.Voice Recorder,54.0,녹음 파일 편집 - 저장 불가,녹음 파일 편집을 진행하지 않고 [저장]을 Tap 시도 > 저장이 불가능한지 확인,녹음 파일에 대한 편집 내역이 없을 경우 [저장]이 비활성 처리됩니다.,INPUT_REQUIRED,EXCLUDE_CANDIDATE_UNREVIEWED,cue: 미디어 캡처 = 영속 mutation; 저장 = mutation (구제 필터 통과 못함 — mutation 결과 서술 포함),cue_auto
30.Voice Recorder,55.0,녹음 파일 편집 - 저장 취소,1. 임의의 구간에 대해 선택 남김/선택 삭제 적용 > 녹음 파일 편집 화면 좌상단의 [X]를 터치 > 변경 내역이 저장되지 않는지 확인 2. 임의의 구간에 대해 선택 남김/선택 삭제 적용 > 화면 하단의 네비게이션 바를 상단으로 스와이프 > 음성 녹음 앱 종료 > 음성 녹음 앱 재진입 > 음성 파일 목록에서 해당 파일의 녹음 길이에 변경이 없는지 확인,"1. [X]를 터치하여 녹음 파일 편집 화면을 벗어날 경우(녹음 파일 목록 화면으로 회귀), 변경 내역이 저장되지 않습니다. 2. 녹음 파일 편집 중에 음성녹음 앱을 종료하여 재진입할 경우, 변경내역이 저장되지 않습니다.",INPUT_REQUIRED,EXCLUDE_CANDIDATE_UNREVIEWED,cue: 미디어 캡처 = 영속 mutation; 삭제 = mutation; 저장 = mutation (구제 필터 통과 못함 — mutation 결과 서술 포함),cue_auto
30.Voice Recorder,56.0,녹음 파일 편집 - 저장,임의의 구간에 대해 선택 남김/선택 삭제 적용 > 녹음 파일 편집 화면 우상단의 [저장]를 터치,"1. ""새 파일로 저장"", ""원본 파일 대체"" 항목 노출됨. 2. 녹음 파일 목록 화면 확인 시, 해당 녹음의 길이가 변경되어 출력됨. 3. 해당 녹음을 재생할 경우, 변경된 녹음의 길이와 같이 재생됨.",NAVIGATION_ONLY,EXCLUDE_CANDIDATE_UNREVIEWED,cue: 미디어 캡처 = 영속 mutation; 삭제 = mutation; 저장 = mutation (구제 필터 통과 못함 — mutation 결과 서술 포함),cue_auto
30.Voice Recorder,57.0,녹음 파일 편집 - 새 파일로 저장,남김/선택 삭제 적용 > 저장 > 새 파일로 저장,1. 녹음 파일명 변경 팝업 발생한다. 2. 파일명 변경전까지 [확인] 버튼 비활성화 되어있다. 3. 파일명 변경 후 [확인]시 녹음 파일 저장되고 토스트 노출된다. - 녹음 파일 저장 중 > 녹음 파일이 저장되었습니다.,INPUT_REQUIRED,EXCLUDE_CANDIDATE_UNREVIEWED,cue: 미디어 캡처 = 영속 mutation; 삭제 = mutation; 저장 = mutation (구제 필터 통과 못함 — mutation 결과 서술 포함),cue_auto
30.Voice Recorder,58.0,메뉴,1. 화면 상단 우측의 메뉴 버튼 Tap,하기 메뉴 노출된다 1. File Type 2. Storage Iocation,INPUT_REQUIRED,KEEP,직독: 관찰 전용 진입/노출 — mutation·input·외부효과 0,human_confirmed
30.Voice Recorder,59.0,메뉴 - File Type - AAC,1. 화면 상단 우측의 메뉴 버튼 Tap 2. File Type Tap 3. AAC 선택 후 녹음 진행 및 저장 확인,1. 녹음 파일이 m4a로 생성/저장된다 2. m4a녹음 파일 재생된다,INPUT_REQUIRED,EXCLUDE_CANDIDATE_UNREVIEWED,cue: 미디어 캡처 = 영속 mutation; 저장 = mutation (구제 필터 통과 못함 — mutation 결과 서술 포함),cue_auto
30.Voice Recorder,60.0,녹음 파일 list,1. Voice Recorder > 녹음 파일 목록 버튼 Tap,1. 저장된 음성 녹음 파일 목록이 표시된다. 2. 모든 녹음/ 음성녹음(default) / 통화녹음 파일/ 라디오녹음 파일 순으로 목록을 변경할 수 있다 3. 저장된 파일명 규칙은? 4. 파일 생성된 YYYY-MM-DD hh:mm:ss 표시된다 5. 녹음 시간이 표시된다,NAVIGATION_ONLY,REVIEW_QUEUE,직독: fixture/editor·compose 진입/transient input/verifier 재설계/assert 분리 필요 (상세 분류는 재설계 트랙),human_confirmed
30.Voice Recorder,61.0,녹음 list,1. Voice Recorder > 화면 우상단의 메뉴 버튼 Tap 2. 녹음 파일 목록 화면 좌상단의 [<-]을 Tap,1. 앱 메인 화면으로 전환된다,NAVIGATION_ONLY,KEEP,직독: 관찰 전용 진입/노출 — mutation·input·외부효과 0,human_confirmed
30.Voice Recorder,62.0,음성 녹음 list,1. Voice Recorder > 녹음 파일 목록 버튼 Tap 2. 음성 녹음 list 선택,1. 음성 녹음된 list가 노출 및 플레이 버튼을 누르면 재생됨. (자동 재생이 기획과 동일한지 추후 MMI UPdate되면 확인 필요),NAVIGATION_ONLY,REVIEW_QUEUE,직독: fixture/editor·compose 진입/transient input/verifier 재설계/assert 분리 필요 (상세 분류는 재설계 트랙),human_confirmed
30.Voice Recorder,63.0,음성 녹음 list,1. Voice Recorder > 녹음 파일 목록 버튼 Tap 2. 음성 녹음 list 선택,1. 저장된 녹음이 없습니다 노출된다,NAVIGATION_ONLY,KEEP,빈 목록 문구 observe — pre 녹음 없음(blocking) 암묵 → 명시 기록,human_confirmed
30.Voice Recorder,64.0,통화 녹음 list,1. Voice Recorder > 녹음 파일 목록 버튼 Tap 2. 통화 녹음 list 선택,1. 통화 녹음된 list가 노출된다,NAVIGATION_ONLY,REVIEW_QUEUE,직독: fixture/editor·compose 진입/transient input/verifier 재설계/assert 분리 필요 (상세 분류는 재설계 트랙),human_confirmed
30.Voice Recorder,65.0,통화 녹음 list,1. Voice Recorder > 녹음 파일 목록 버튼 Tap 2. 통화 녹음 list 선택,1. 목록이 없다는 문구 노출된다,NAVIGATION_ONLY,KEEP,빈 통화 녹음 목록 문구 observe — 동일,human_confirmed
30.Voice Recorder,66.0,녹음 파일 삭제 List,1. Voice Recorder > 녹음 파일 목록 버튼 선택 2. 녹음 파일 목록에서 임의의 목록을 Long Tap 한다,"1. 파일 생성 시각이 YYYY-MM-DD hh:mm:ss 로 표시된다 2. 녹음 시간이 mm:ss로 표시된다 3. [더보기] 버튼 선택 시 [전체 선택] , [전체 선택해제] list가 노출됩니다. 4. 녹음 파일 삭제 list UI는 아래와 같습니다. ================================= [x] {N}개 선택됨 [휴지통 아이콘] [더보기] ------------------------------------------------------ [체크박스] {녹음 파일명} {YYYY-MM-DD hh:mm:ss} {mm:ss}",INPUT_REQUIRED,REVIEW_QUEUE,직독: fixture/editor·compose 진입/transient input/verifier 재설계/assert 분리 필요 (상세 분류는 재설계 트랙),human_confirmed
30.Voice Recorder,67.0,녹음 파일 삭제,1. Voice Recorder > 녹음 파일 목록 버튼 선택 2. 녹음 파일 목록에서 임의의 목록을 Long Tap 한다 3. 선택된 녹음 파일 확인 후 [휴지통] Tap 후 삭제 팝업 출력 확인,"1. 선택된 녹음 파일이 삭제된다. 2. 하단에 토스트 발생한다. - ""삭제되었습니다.""",NAVIGATION_ONLY,EXCLUDE_CANDIDATE_UNREVIEWED,cue: 미디어 캡처 = 영속 mutation; 삭제 = mutation (구제 필터 통과 못함 — mutation 결과 서술 포함),cue_auto
30.Voice Recorder,68.0,녹음 파일 삭제 - 삭제,1. Voice Recorder > 녹음 파일 목록 버튼 선택 2. 녹음 파일 목록에서 임의의 목록을 Long Tap 한다 3. 선택된 녹음 파일 확인 후 삭제 버튼 Tap 한다 4. 팝업창에서 삭제 버튼 선택한다,1. 녹음 파일 목록창으로 이동되며 선택된 녹음 파일 삭제되어있다.,NAVIGATION_ONLY,EXCLUDE_CANDIDATE_UNREVIEWED,cue: 미디어 캡처 = 영속 mutation; 삭제 = mutation; 데이터 이동/복사 = mutation (구제 필터 통과 못함 — mutation 결과 서술 포함),cue_auto
30.Voice Recorder,69.0,녹음 파일 다중 삭제 하기,1. Voice Recorder > 녹음 파일 목록 버튼 선택 2. 녹음 파일 목록에서 임의의 목록을 Long Tap 한다 3. 선택된 녹음 파일 확인 및 그외 녹음 파일 체크 후 삭제 버튼 Tap 한다 4. 팝업창에서 삭제 버튼 선택한다,1. 녹음 파일 목록창으로 이동되며 선택된 녹음 파일 삭제되어있다.,INPUT_REQUIRED,EXCLUDE_CANDIDATE_UNREVIEWED,cue: 미디어 캡처 = 영속 mutation; 삭제 = mutation; 데이터 이동/복사 = mutation (구제 필터 통과 못함 — mutation 결과 서술 포함),cue_auto
30.Voice Recorder,70.0,녹음 파일 모두 삭제 하기,1. Voice Recorder > 녹음 파일 목록 버튼 선택 2. 녹음 파일 목록에서 임의의 목록을 Long Tap 한다 3. 선택된 녹음 파일 및 그외 녹음 파일을 모두 체크 후 삭제 버튼 Tap 한다 4. 팝업창에서 삭제 버튼 선택한다,"1. 선택된 모든 녹음 파일들이 삭제된다. 2. 하단에 토스트 발생한다. - ""삭제되었습니다.""",INPUT_REQUIRED,EXCLUDE_CANDIDATE_UNREVIEWED,cue: 미디어 캡처 = 영속 mutation; 삭제 = mutation (구제 필터 통과 못함 — mutation 결과 서술 포함),cue_auto
30.Voice Recorder,71.0,녹음 파일 삭제 - 취소,1. Voice Recorder > 녹음 파일 목록 버튼 선택 2. 녹음 파일 목록에서 임의의 목록을 Long Tap 한다 3. 선택된 녹음 파일 확인 후 삭제 버튼 Tap 한다 4. 팝업창에서 취소 버튼 선택한다,1. 녹음 파일 삭제가 취소된다 2. 녹음 파일 선택된 상태 화면 유지된다,NAVIGATION_ONLY,EXCLUDE_CANDIDATE_UNREVIEWED,cue: 미디어 캡처 = 영속 mutation; 삭제 = mutation (구제 필터 통과 못함 — mutation 결과 서술 포함),cue_auto
30.Voice Recorder,72.0,녹음 파일 - 공유,1. Voice Recorder > 녹음 파일 목록 버튼 선택 2. 녹음 파일 목록에서 임의의 목록을 Long Tap 한다 3. 선택된 녹음 파일 확인 및 그외 녹음 파일 체크 후 공유 버튼 Tap 한다. 4. 공유 화면 확인,1. 선택한 녹음 파일 공유 화면 확인,INPUT_REQUIRED,EXCLUDE_CANDIDATE_UNREVIEWED,cue: 미디어 캡처 = 영속 mutation; 공유 = 외부 효과 (구제 필터 통과 못함 — mutation 결과 서술 포함),cue_auto
30.Voice Recorder,73.0,녹음 파일 - 메뉴,1. Voice Recorder > 녹음 파일 목록 버튼 선택 2. 녹음 파일 목록에서 임의의 목록을 Tap 한다 3. 화면 하단 메뉴 버튼 Tap,하기 메뉴(아이콘) 노출된다 1. Edit 2. Share,NAVIGATION_ONLY,REVIEW_QUEUE,직독: fixture/editor·compose 진입/transient input/verifier 재설계/assert 분리 필요 (상세 분류는 재설계 트랙),human_confirmed
30.Voice Recorder,74.0,녹음 파일 - 메뉴 - Edit,1. Voice Recorder > 녹음 파일 목록 버튼 선택 2. 녹음 파일 목록에서 임의의 목록을 Tap 한다 3. 팝업 상단 좌측 파일명 수정 버튼 Tap,1. 파일명 수정 팝업창이 노출된다 2. 취소 / 저장 버튼이 노출된다 3. 화면 하단 Soft-key Pad 노출된다,NAVIGATION_ONLY,REVIEW_QUEUE,직독: fixture/editor·compose 진입/transient input/verifier 재설계/assert 분리 필요 (상세 분류는 재설계 트랙),human_confirmed
30.Voice Recorder,75.0,녹음 파일 - 메뉴 - Edit - 취소,1. Voice Recorder > 녹음 파일 목록 버튼 선택 2. 녹음 파일 목록에서 임의의 목록을 Tap 한다 3. 팝업 하단 좌측 파일명 수정 버튼 Tap 4. 취소 Tap,1. 팝업창 닫히고 이전 화면으로 전환된다,NAVIGATION_ONLY,REVIEW_QUEUE,직독: fixture/editor·compose 진입/transient input/verifier 재설계/assert 분리 필요 (상세 분류는 재설계 트랙),human_confirmed
30.Voice Recorder,76.0,녹음 파일 - 메뉴 - Edit - 한글 저장,1. Voice Recorder > 녹음 파일 목록 버튼 선택 2. 녹음 파일 목록에서 임의의 목록을 Tap 한다 3. 하단 좌측 파일명 수정 버튼 Tap 4. 이름 한글로 변경 후 확인 버튼 Tap,1. 변경된 한글 파일명으로 저장된다 2. 이전 목록화면으로 전환된다,NAVIGATION_ONLY,EXCLUDE_CANDIDATE_UNREVIEWED,cue: 미디어 캡처 = 영속 mutation; 저장 = mutation; 변경 = mutation (구제 필터 통과 못함 — mutation 결과 서술 포함),cue_auto
30.Voice Recorder,77.0,녹음 파일 - 메뉴 - Edit - 영문 저장,1. Voice Recorder > 녹음 파일 목록 버튼 선택 2. 녹음 파일 목록에서 임의의 목록을 Long Tap 한다 3. 하단 좌측 파일명 수정 버튼 Tap 4. 이름 영어로 변경 후 확인 버튼 Tap,1. 변경된 영문 파일명으로 저장된다 2. 이전 목록화면으로 전환된다,NAVIGATION_ONLY,EXCLUDE_CANDIDATE_UNREVIEWED,cue: 미디어 캡처 = 영속 mutation; 저장 = mutation; 변경 = mutation (구제 필터 통과 못함 — mutation 결과 서술 포함),cue_auto
30.Voice Recorder,78.0,녹음 파일 - 메뉴 - Edit - 숫자 저장,1. Voice Recorder > 녹음 파일 목록 버튼 선택 2. 녹음 파일 목록에서 임의의 목록을 Long Tap 한다 3. 하단 좌측 파일명 수정 버튼 Tap 4. 이름 숫자로 변경 후 확인 버튼 Tap,1. 변경된 숫자 파일명으로 저장된다 2. 이전 목록화면으로 전환된다,NAVIGATION_ONLY,EXCLUDE_CANDIDATE_UNREVIEWED,cue: 미디어 캡처 = 영속 mutation; 저장 = mutation; 변경 = mutation (구제 필터 통과 못함 — mutation 결과 서술 포함),cue_auto
30.Voice Recorder,79.0,녹음 파일 - 메뉴 - Edit - 기호 저장,1. Voice Recorder > 녹음 파일 목록 버튼 선택 2. 녹음 파일 목록에서 임의의 목록을 Long Tap 한다 3. 하단 좌측 파일명 수정 버튼 Tap 4. 이름 기호로 변경 후 확인 버튼 Tap,1. 변경된 기호 파일명으로 저장된다 2. 이전 목록화면으로 전환된다,NAVIGATION_ONLY,EXCLUDE_CANDIDATE_UNREVIEWED,cue: 미디어 캡처 = 영속 mutation; 저장 = mutation; 변경 = mutation (구제 필터 통과 못함 — mutation 결과 서술 포함),cue_auto
28.Camera,1.0,카메라,1. 카메라 2. 카메라 > 사진 촬영,1. 좌측 하단 썸네일이 노출되지 않는다. 2. 사진 촬영 후 좌측 하단에 썸네일 노출된다.,READ_ONLY,EXCLUDE_CANDIDATE_UNREVIEWED,cue: 미디어 캡처 = 영속 mutation (구제 필터 통과 못함 — mutation 결과 서술 포함),cue_auto
28.Camera,2.0,카메라,카메라> 하단 인물 사진 모드,"1. 카메라앱 실행 시 Default는 사진 모드 2. 상단: 플래시 / 타이머 / 메뉴 얼굴을 인식 시켜 주세요. (토스트 팝업 노출) / 강도 1-10 촬영 버튼 / 사진 갤러리 / 인물 사진, 사진 / 카메라 전환",NAVIGATION_ONLY,KEEP,인물 모드 진입 구성 observe — transient,human_confirmed
28.Camera,3.0,카메라 설정,카메라 > 설정,설정 메뉴 : 사진크기 / 동영상 화질 / 동영상 마이크 / 화면 깜빡임 방지 기능 / 셀카 보이는대로 저장 / 위치저장이 보여져야 함,NAVIGATION_ONLY,EXCLUDE_CANDIDATE_UNREVIEWED,cue: 저장 = mutation (구제 필터 통과 못함 — mutation 결과 서술 포함),cue_auto
28.Camera,5.0,카메라 메뉴,카메라 > 메뉴 탭,"상단: 화면 비율 / 설정 / 메뉴 닫기 촬영 버튼 / 사진 갤러리 / 인물 사진, 사진 / 카메라 전환",NAVIGATION_ONLY,EXCLUDE_CANDIDATE_UNREVIEWED,cue: 미디어 캡처 = 영속 mutation (구제 필터 통과 못함 — mutation 결과 서술 포함),cue_auto
28.Camera,6.0,카메라 모드 전환,1. 카메라 > 사진 모드> 동영상 모드 > 슬로모션 모드 전환 2. 슬로모션 모드 > 동영상 모드 > 사진 모드 > 인물사진 모드 전환 3. 인물 사진 모드 > 슬로모션 모드 4. 슬로모션 모드 > 인물사진 모드 전환,카메라의 각 모드 전환에 문제가 없음,INPUT_REQUIRED,KEEP,모드 전환 transient(설정유지 default Off) — 모드 라벨 observe,human_confirmed
28.Camera,8.0,카메라 설정,카메라 > 설정 > 위치 저장 Toggle ON / OFF,위치 저장 On/off가 가능하며 옵션에 따라 위치 저장 설정이 변경된다.,INPUT_REQUIRED,EXCLUDE_CANDIDATE_UNREVIEWED,cue: 저장 = mutation; 변경 = mutation (구제 필터 통과 못함 — mutation 결과 서술 포함),cue_auto
28.Camera,10.0,카메라 촬영 비율,1. 카메라 > 메뉴 > 촬영 비율 > (여러 번) 탭,16:9/ 4:3/ 4:3(50MP)/ 1:1/ 16:9/ Full 순서로 루프하며 선택한 변경사항이 적용됨,NAVIGATION_ONLY,EXCLUDE_CANDIDATE_UNREVIEWED,cue: 미디어 캡처 = 영속 mutation; 변경 = mutation (구제 필터 통과 못함 — mutation 결과 서술 포함),cue_auto
28.Camera,11.0,뷰티 모드,카메라 > 메뉴 > 뷰티모드 > 켜짐,"뷰티 기능 메뉴가 열림 (기본값으로 피부 부드럽게가 선택되고, 하단에 효과 강도를 1-10까지조절할 수 있는 막대바 표시)",INPUT_REQUIRED,EXCLUDE,직독: mutation·외부효과·환경제어가 검증 주제 — observe 분리 불가,human_confirmed
28.Camera,13.0,뷰티 모드 - 턱 갸름하게,카메라 > 메뉴 > 뷰티모드 > 턱 갸름하게 탭,"뷰티 기능 메뉴에서 턱 갸름하게가 활성화되고, 하단에 효과 강도를 1-10까지조절할 수 있는 막대바 표시",INPUT_REQUIRED,EXCLUDE_CANDIDATE_UNREVIEWED,cue: 상태 토글 = mutation (구제 필터 통과 못함 — mutation 결과 서술 포함),cue_auto
28.Camera,14.0,뷰티 모드 - 눈 크게,카메라 > 메뉴 > 뷰티모드 > 눈 크게 탭,"뷰티 기능 메뉴에서 눈 크게가 활성화되고, 하단에 효과 강도를 1-10까지조절할 수 있는 막대바 표시",INPUT_REQUIRED,EXCLUDE_CANDIDATE_UNREVIEWED,cue: 상태 토글 = mutation (구제 필터 통과 못함 — mutation 결과 서술 포함),cue_auto
28.Camera,15.0,뷰티 모드 설정 유지,1. 카메라 > 메뉴 > 뷰티모드 > 뷰티모드 각 기능마다 임의의 값 설정 2. 카메라 앱 종료 > 카메라 > 메뉴 > 뷰티모드 > 뷰티모드 기능 설정 값 확인 3. 기기 재시작 > 카메라 > 메뉴 > 뷰티모드 > 뷰티모드 기능 설정 값 확인,카메라 앱을 종료하거나 기기를 재시작 해도 기존에 설정한 뷰티모드 기능의 값이 유지됨,READ_ONLY,EXCLUDE,직독: mutation·외부효과·환경제어가 검증 주제 — observe 분리 불가,human_confirmed
28.Camera,16.0,뷰티 모드 메뉴 숨김,1. 카메라 > 메뉴 > 뷰티모드 > 켜짐 > 뷰티모드 터치,뷰티 기능 메뉴와 하단의 막대바 사라짐,READ_ONLY,EXCLUDE,직독: mutation·외부효과·환경제어가 검증 주제 — observe 분리 불가,human_confirmed
28.Camera,17.0,인물사진 모드,1. 카메라 > 인물사진 모드 > 피사체의 얼굴이 사각형 프레임 안에 있지 않음 2. 카메라 > 인물사진 모드 > 피사체의 얼굴이 사각형 프레임 안에 너무 가까이 있음 3. 카메라 > 인물사진 모드 > 피사체의 얼굴이 사각형 프레임 안에 있음,1. '얼굴을 인식 시켜 주세요.' 토스트 출력 2. '뒤로 조금 물러서 주세요.' 토스트 출력 3. 사각형 프레임이 노란색으로 바뀌며 '준비 되었습니다.' 토스트 출력 (노란색),READ_ONLY,EXCLUDE,직독: mutation·외부효과·환경제어가 검증 주제 — observe 분리 불가,human_confirmed
28.Camera,18.0,인물사진 모드,1. 카메라 > 인물사진 모드 > 4:3 2. 카메라 > 인물사진 모드 > 1:1 3. 카메라 > 인물사진 모드 > 16:9 4. 카메라 > 인물사진 모드 > Full,1. 화면비가 4:3으로 적용 (기본값) 2. 화면비가 1:1로 적용 3. 화면비가 16:9로 적용 4. 화면비가 Full 적용,READ_ONLY,EXCLUDE,직독: mutation·외부효과·환경제어가 검증 주제 — observe 분리 불가,human_confirmed
28.Camera,23.0,사진 미리보기,카메라 > 미리보기 이미지 선택,미리보기 이미지가 확대되어 보임,NAVIGATION_ONLY,REVIEW_QUEUE,직독: fixture/editor·compose 진입/transient input/verifier 재설계/assert 분리 필요 (상세 분류는 재설계 트랙),human_confirmed
28.Camera,24.0,카메라 촬영,후면 카메라 상태에서 촬영 버튼(하얀색 동그라미) 탭,"사진이 촬영되고, 사진이 미리보기에 보여짐",NAVIGATION_ONLY,EXCLUDE_CANDIDATE_UNREVIEWED,cue: 미디어 캡처 = 영속 mutation (구제 필터 통과 못함 — mutation 결과 서술 포함),cue_auto
28.Camera,25.0,후면 카메라 - 가로모드,카메라 > 휴대폰 가로로 들어올림,"1. 카메라 상단 메뉴, 썸네일, 화면 전환 버튼 아이콘이 방향에 맞게 회전한다. 2. 동영상 촬영시 촬영 시간이 방향에 맞게 회전한다.",NAVIGATION_ONLY,EXCLUDE_CANDIDATE_UNREVIEWED,cue: 미디어 캡처 = 영속 mutation (구제 필터 통과 못함 — mutation 결과 서술 포함),cue_auto
28.Camera,26.0,전면 - 후면 카메라 전환,1. 후면 카메라 상태에서(기본값) 카메라 전환버튼 선택 2. 전면 카메라 상태에서 카메라 전환버튼 선택,1. 전면 카메라로 전환됨 2. 후면 카메라로 전환됨,NAVIGATION_ONLY,REVIEW_QUEUE,직독: fixture/editor·compose 진입/transient input/verifier 재설계/assert 분리 필요 (상세 분류는 재설계 트랙),human_confirmed
