sheet,tc_id,functionality,procedure,expected,classification,cue,judge_method
4.Voice notification (TTS),31.0,정각 알림 읽어주기,1. 설정 > 알림 읽어주기 Tap > 알림 시작 시간 Tap > 오후 nn: nn 분 설정 > 알람 종료 시간 Tap > 알림 종료 시간 오전 nn:nn 설정 > 폴더 Open상태로 대기,1. 설정한 알림 시작 시간 ~ 알림 종료 시간대의 정각 음성 알림이 동작 한다.,EXCLUDE,cue 무해,human_confirmed
4.Voice notification (TTS),32.0,정각 알림 읽어주기,1. 설정 > 알림 읽어주기 Tap > 알림 시작 시간 Tap > 오후 nn: nn 분 설정 > 알람 종료 시간 Tap > 알림 종료 시간 오전 nn:nn 설정 > 폴더 Close 상태로 대기,1. 설정한 알림 시작 시간 ~ 알림 종료 시간대의 정각 음성 알림이 동작 한다. 2. Sub LCD On 된다.,EXCLUDE,cue 무해,human_confirmed
4.Voice notification (TTS),33.0,정각 알림 읽어주기,1. 설정 > 알림 읽어주기 Tap > 알림 시작 시간 Tap > 오후 nn: nn 분 설정 > 알람 종료 시간 Tap > 알림 종료 시간 오전 nn:nn 설정 > 핸드폰 시간을 알람 시작/종료 시간대가 아닌 시각 으로 변경 > 정각 음성 알림 동작 확인,"1. 설정한 알림 시작 시간 ~ 알림 종료 시간대의 시각이 아닐경우, 정각 음성 알림이 동작 하지 않는다.",EXCLUDE_CANDIDATE_UNREVIEWED,변경,cue_auto
4.Voice notification (TTS),34.0,정각 알림 읽어주기,1. 설정 > 알림 읽어주기 Tap > 알림 시작 시간 Tap > 오후 11: 50 분 설정 > 알람 종료 시간 Tap > 알림 종료 시간 오전 12:1n분 설정 > 정각 음성 알림 동작 확인,"1. TTS 자정 정각 음성 알림을 읽어주는지 확인 -12 AM: [KOR] 밤 12시, 자정입니다. [ENG] It is 12 AM",EXCLUDE,cue 무해,human_confirmed
4.Voice notification (TTS),81.0,미확인 메시지 존재 시 동작,UX 시나리오 답변 완료 또는 MMI 발행 시 업데이트 예정,,EXCLUDE_CANDIDATE_UNREVIEWED,시스템,cue_auto
5.Magnifying glasses,24.0,-,1. 돋보기 앱에 진입한다.,1. 돋보기 앱은 2X 확대되어있는 형태로 시작한다. 1-1. 후면 카메라만 지원한다.,KEEP,cue 무해,human_confirmed
5.Magnifying glasses,25.0,슬라이더패널 및 방향키를 이용한 Zoom In/Out,1. 슬라이더 패널을 탭하여 오른쪽 / 왼쪽으로 이동 2. 오른쪽 / 왼쪽 방향키를 누름,1. 슬라이더 패널을 오른쪽으로 이동시키면 Zoom In (4X) / 왼쪽으로 이동시키면 Zoom Out (2X)된다. 2. 오른쪽 방향키를 누르면 Zoom In (4X)/ 왼쪽 방향키를 누르면 Zoom Out (2X)된다.,EXCLUDE_CANDIDATE_UNREVIEWED,이동/복사,cue_auto
5.Magnifying glasses,29.0,Shot Button,가운데 촬영버튼을 누름,현재 배율에 맞는 촬영이 되어야 함. 사진 촬영 후에는 촬영한 사진이 좌측 하단에 미리보기로 보여져야 함 해당 사진은 구글 갤러리 앱에 저장된다.,EXCLUDE_CANDIDATE_UNREVIEWED,캡처; 저장,cue_auto
5.Magnifying glasses,30.0,Shot Button,촬영 버튼 > 썸네일 확인 > 돋보기 앱 종료 후 다시 실행,앱 내 좌측 하단 썸네일 노출되지 않는다.,EXCLUDE_CANDIDATE_UNREVIEWED,캡처,cue_auto
5.Magnifying glasses,31.0,FLASH,촬영 버튼의 우측에 있는 플래쉬 버튼을 살펴본다.,"손전등 버튼의 초기상태는 비활성화 되어있어야 하며, 손전등 아이콘에 빗금이 쳐져 있다.",EXCLUDE_CANDIDATE_UNREVIEWED,캡처; 토글,cue_auto
5.Magnifying glasses,32.0,FLASH,비활성화 되어 있는 플래쉬 버튼을 탭한다.,플래쉬 버튼이 활성화되며 핸드폰 후면에 있는 플래쉬가 동작한다.,EXCLUDE_CANDIDATE_UNREVIEWED,토글,cue_auto
5.Magnifying glasses,33.0,FLASH,활성화되어 있는 플래쉬 버튼을 탭한다.,플래쉬 버튼이 비활성화되며 핸드폰 후면에 있는 플래쉬가 꺼진다.,EXCLUDE_CANDIDATE_UNREVIEWED,토글,cue_auto
5.Magnifying glasses,34.0,FLASH,손전등 On > 촬영 버튼,최근 찍은 사진의 썸네일이 표시되는지 확인.,EXCLUDE_CANDIDATE_UNREVIEWED,캡처,cue_auto
5.Magnifying glasses,39.0,Album,좌측 하단 앨범 확인,썸네일 앨범 진입 된다.,REVIEW_QUEUE,cue 무해,human_confirmed
5.Magnifying glasses,40.0,Album,좌측 하단 앨범 tab,앨범에 사진이 없는 경우 앨범이 비어져 있으며 탭해도 응답이 없어야 함,KEEP,cue 무해,human_confirmed
5.Magnifying glasses,42.0,Album,"사진 내를 두 손가락을 통해 바깥쪽으로 밀어보거나 , 안쪽으로 당겨본다.","바깥쪽으로 밀 때는 사진이 확대 되어야 하며 , 안쪽으로 당겨볼 때는 사진이 축소되어야 한다.",REVIEW_QUEUE,cue 무해,human_confirmed
6.Pedometer app,2.0,메인 화면,1. Pedometer app 실행 2. 키 입력영역 Tap,"1. 키 입력 팝업창 노출되며, DEFAULT값 170CM 입력되어있다. 2. 하단 숫자 Keypad 노출된다",REVIEW_QUEUE,input,cue_auto
6.Pedometer app,3.0,메인 화면,1. Pedometer app 실행 2. 키 Blank cm 입력,"1. 확인 버튼 비활성화되고, 취소 버튼만 활성화된다.",EXCLUDE_CANDIDATE_UNREVIEWED,토글,cue_auto
6.Pedometer app,4.0,메인 화면,1. Pedometer app 실행 2. 키 200 cm 입력 후 확인 Tap,1. 키 정보가 200 cm로 설정된다,REVIEW_QUEUE,input,cue_auto
6.Pedometer app,5.0,메인 화면,1. Pedometer app 실행 2. 키 201 cm 입력,"1. ""최대 200cm까지 적용 가능합니다"" 안내문구 노출된다 2. 확인 버튼 비활성화되고 취소 버튼만 활성화된다",REVIEW_QUEUE,토글,human_confirmed
6.Pedometer app,6.0,메인 화면,1. Pedometer app 실행 2. 몸무게 입력영역 Tap,"1. 몸무게 입력 팝업창 노출되며, Default값 60kg 입력되어있다. 2. 하단 숫자 Keypad 노출된다",REVIEW_QUEUE,input,cue_auto
6.Pedometer app,7.0,메인 화면,1. Pedometer app 실행 2. 몸무게 Blank kg 입력,1. 확인 버튼이 비활성화되고 취소 버튼만 활성화된다.,EXCLUDE_CANDIDATE_UNREVIEWED,토글,cue_auto
6.Pedometer app,8.0,메인 화면,1. Pedometer app 실행 2. 몸무게 200 kg 입력 후 확인 버튼 Tap,1. 몸무게 정보가 200 kg로 설정된다,REVIEW_QUEUE,input,cue_auto
6.Pedometer app,9.0,메인 화면,1. Pedometer app 실행 2. 몸무게 201 kg 입력,"1. ""최대 200 kg까지 적용 가능합니다"" 안내문구 노출된다 2. 확인 버튼 비활성화되고 취소 버튼만 활성화된다",REVIEW_QUEUE,토글,human_confirmed
6.Pedometer app,10.0,메인 화면,1. Pedometer app 실행 2. 성별 입력영역 Tap,1. 성별 선택 라디오 버튼 팝업창 노출된다(남성(Default)/여성) 2. 취소 버튼 노출된다.,REVIEW_QUEUE,input,cue_auto
6.Pedometer app,11.0,메인 화면,1. Pedometer app 실행 2. 성별 입력영역 Tap 3. 취소 버튼 Tap,1. 팝업창 사라지고 기 입력된 성별값 유지된다,REVIEW_QUEUE,input,cue_auto
6.Pedometer app,12.0,메인 화면,1. Pedometer app 실행 2. 성별 입력영역 Tap 3. 여성 Tap,1. 성별이 여성으로 설정되고 팝업장 사라진다,REVIEW_QUEUE,input,cue_auto
6.Pedometer app,13.0,메인 화면,1. Pedometer app 실행 2. 목표 걸음수 입력영역 Tap,1. 목표 걸음 수 라디오 버튼 팝업 노출된다.(2000보/4000보/6000보/8000보/10000보(Default)/20000보) 2. 취소 버튼 노출된다.,REVIEW_QUEUE,input,cue_auto
6.Pedometer app,14.0,메인 화면,1. Pedometer app 실행 2. 목표 걸음수 입력영역 Tap 3. 취소 버튼 Tap,1. 팝업창 사라지고 기 입력된 목표 걸음 수 유지된다,REVIEW_QUEUE,input,cue_auto
6.Pedometer app,15.0,메인 화면,"1. Pedometer app 실행 2. 목표 걸음수 입력영역 Tap 3. 20,000보 Tap","1. 목표 걸음 수 20,000보 설정되고 팝업창 사라진다",REVIEW_QUEUE,input,cue_auto
6.Pedometer app,16.0,메인 화면,1. Pedometer app 실행 2. 목표 걸음 수 선택,1. 팝업창 사라지며 기 입력된 목표 걸음 수 유지된다,EXCLUDE,cue 무해,human_confirmed
6.Pedometer app,19.0,메인 화면,1. Pedometer app 실행,"1. 오늘 걸음수, 목표 걸음수, 소모 칼로리, 이동거리, 원형 그래프, 어제 걸음 수, 내 정보 아이콘 노출된다. 2. 걸음 수에 따라 그래프 및 걸음 수 값 변화한다. 3. 걸음 수에 따른 이동거리 및 소모칼로리 노출 된다",KEEP,이동/복사,human_confirmed
6.Pedometer app,20.0,내 정보,1. Pedometer app >내 정보 아이콘 Tap,1. 내 정보 화면으로 이동한다. 2. 키/ 몸무게/성별/목표 걸음 수 메뉴 노출된다.,KEEP,이동/복사,human_confirmed
6.Pedometer app,21.0,내 정보,1. Pedometer app > 내 정보 아이콘 Tap 2. 키 몸무게 값 Tap,"1. 키/몸무게 입력 팝업창 노출되며, 입력 시 값 변경된다.",EXCLUDE_CANDIDATE_UNREVIEWED,변경,cue_auto
6.Pedometer app,22.0,내 정보,1. Pedometer app > 내 정보 아이콘 Tap > 키 > 키 입력 팝업창 > 입력 칸 Tap 2. 키 150cm 입력 > 팝업 창 버튼 확인 3. 키 200cm 이상 입력 > 팝업 창 버튼 확인,1. 키 입력 텍스트 전용 숫자 키패드 GUI 노출된다. 2. 확인 취소 버튼 활성화 된다. 3. '최대 200cm까지 적용가능 합니다. 문구 표시 되며 확인버튼 비활성화 된다.,REVIEW_QUEUE,토글,human_confirmed
6.Pedometer app,23.0,내 정보,1. 키 입력 칸 > 입력된 키 지우기 > 텍스트 전용 키패드 확인 버튼 Tap,1. 텍스트 전용 키패드가 사라진다. 2. 키 입력 팝업 창만 표시된다.,REVIEW_QUEUE,input,cue_auto
6.Pedometer app,24.0,내 정보,1. Pedometer app > 내 정보 아이콘 Tap > 몸무게 > 몸무게 입력 팝업창 > 입력 칸 Tap 2. 몸무게 60kg 입력 > 팝업 창 버튼 확인 3. 몸무게 200kg 이상 입력 > 팝업 창 버튼 확인,1. 몸무게 입력 텍스트 전용 숫자 키패드 GUI 노출된다. 2. 확인 취소 버튼 활성화 된다. 3. '최대 200kg까지 적용가능 합니다. 문구 표시 되며 확인버튼 비활성화 된다.,REVIEW_QUEUE,토글,human_confirmed
6.Pedometer app,25.0,내 정보,1. 몸무게 입력 칸 > 입력된 몸무게 지우기 > 텍스트 전용 키패드 확인 버튼 Tap,1. 텍스트 전용 키패드가 사라진다. 2. 키 입력 팝업 창만 표시된다.,REVIEW_QUEUE,input,cue_auto
6.Pedometer app,26.0,내 정보,1. Pedometer app > 내 정보 아이콘 Tap 2. 성별 Tap,1. 라디오 버튼 팝업창 노출된다.(남성/여성) 2. 설정한 값에 따라 성별 변경된다.,EXCLUDE_CANDIDATE_UNREVIEWED,변경,cue_auto
6.Pedometer app,27.0,내 정보,1. Pedometer app > 내 정보 아이콘 Tap 2. 목표 걸음 수Tap,1. 라디오 버튼 팝업창 (2000보 / 4000보 / 6000보 / 8000보 / 10000보(default) / 20000보) 노출된다. 2. 설정한 값에 따라 목표 걸음 수 변경된다.,EXCLUDE_CANDIDATE_UNREVIEWED,변경,cue_auto
6.Pedometer app,28.0,오늘 걸음 수,1. Pedometer app > 오늘 걸음 수 그래프,1. 그래프 중앙에 오늘 걸음 수 표기된다.,REVIEW_QUEUE,fixture pre,cue_auto
6.Pedometer app,29.0,오늘 걸음 수,1. Pedometer app > 오늘 걸음 수 그래프,1. 걸음수에 따라 오늘 걸음 수 및 그래프 노출된다. 2. 목표 걸음수 달성 시 오늘 걸음 수 위에 깃발 아이콘 노출된다. 3. 추가 걸음수에 따른 카운트 지속 진행된다,REVIEW_QUEUE,fixture pre,cue_auto
6.Pedometer app,31.0,이동거리,1. Pedoemeter app > 이동거리,1. 오늘 걸은 거리에 따라 이동거리 표기된다. 2. 걸은 거리에 따라 실시간으로 값 변한다.,EXCLUDE_CANDIDATE_UNREVIEWED,이동/복사,cue_auto
6.Pedometer app,33.0,소모 칼로리,1. Pedoemeter app > 소모 칼로리,1. 오늘 걸은 거리에 따라 소모된 칼로리 표기된다. 2. 걸은 거리에 따라 실시간으로 값 변한다.,REVIEW_QUEUE,fixture pre,cue_auto
6.Pedometer app,35.0,어제 걸음 수,1. Pedometer app 실행 2. 어제 걸음 수 확인,1. 어제 걸음 수 표기된다.,REVIEW_QUEUE,fixture pre,cue_auto
6.Pedometer app,36.0,어제 걸음 수,1. 00:00 지난 이후 Pedometer App 실행 2. 어제 걸음 수 확인,1. 전일 카운드 된 걸음수가 어제 걸음 수에 노출 된다,REVIEW_QUEUE,fixture pre,cue_auto
7. Mode Switch app,1.0,기본화면,1. 설정 > 모드 설정,"1. 일반 모드 / 간편모드가 있으며 라디오 버튼이 있다. 2. 간편모드 하단에는 간편모드에 대한 설명문이 있다. 2-1. ""폴더폰을 더 쉽게 사용하실수 있도록 메인 화면 구성을 간단하게 , 글자 크기를 크게 변경합니다.""",EXCLUDE_CANDIDATE_UNREVIEWED,변경,cue_auto
7. Mode Switch app,2.0,,1. 홈화면 or 앱서랍 > 모드 전환,"1. 모드 전환 토스트 메세지가 노출된다. 1-1. "" 모드가 설정되었습니다. """,EXCLUDE,cue 무해,human_confirmed
7. Mode Switch app,3.0,,1. 다시시작 > 모든앱,1. 모든 앱이 표시되야함,EXCLUDE,cue 무해,human_confirmed
7. Mode Switch app,4.0,,1. 홈화면 or 앱서랍 > 모드 전환 > 팝업에서 일반 모드 선택 > 확인 2. 홈화면 or 앱서랍 > 모드 전환 > 팝업에서 일반 모드 선택 > 취소,1. 일반 모드 변경됨 2. 간편 모드 유지됨,EXCLUDE_CANDIDATE_UNREVIEWED,변경,cue_auto
7. Mode Switch app,5.0,,1. 홈화면 or 앱서랍 > 모드 전환 > 팝업에서 간편 모드 선택 > 확인 2. 홈화면 or 앱서랍 > 모드 전환 > 팝업에서 간편 모드 선택 > 취소,1. 간편 모드 유지됨 2. 간편 모드 유지됨,REVIEW_QUEUE,cue 무해,human_confirmed
7. Mode Switch app,7.0,,1. 홈화면 or 앱서랍 > 모드 전환 > 팝업에서 일반 모드 선택 > 확인 2. 홈화면 or 앱서랍 > 모드 전환 > 팝업에서 일반 모드 선택 > 취소,1. 일반 모드 유지됨 2. 일반 모드 유지됨,REVIEW_QUEUE,cue 무해,human_confirmed
7. Mode Switch app,8.0,,1. 홈화면 or 앱서랍 > 모드 전환 > 팝업에서 간편 모드 선택 > 확인 2. 홈화면 or 앱서랍 > 모드 전환 > 팝업에서 간편 모드 선택 > 취소,1. 간편 모드 변경됨 2. 일반 모드 유지됨,EXCLUDE_CANDIDATE_UNREVIEWED,변경,cue_auto
8. Picture Frame widget,1.0,설정 메뉴,1. 홈화면 > 마지막 페이지로 이동해 포토 슬라이드쇼 화면 확인,사진 추가하기 메뉴가 포토 슬라이드쇼 화면 중앙에 표시됨,EXCLUDE_CANDIDATE_UNREVIEWED,이동/복사,cue_auto
8. Picture Frame widget,2.0,팝업,1. 포토 슬라이드쇼 화면의 사각형 프레임 안을 Tap 2. '포토 슬라이드 쇼' 팝업 노출 화면에서 확인 버튼 선택 3. '포토 슬라이드 쇼' 팝업 노출 화면에서 취소 버튼 선택,"1.. '포토 슬라이드 쇼' 팝업이 노출되며 아래의 문구 표시 - [KR] 사진 선택은 최대 10개 까지 가능하며 각각 5초 동안 표시됩니다. - [ENG] You can select up to 10 photos, each displayed for 8 seconds. 2. 사진 선택 화면으로 이동 3. 이전 화면으로 돌아감",KEEP,이동/복사,human_confirmed
8. Picture Frame widget,3.0,이미지 선택,1. 포토 슬라이드쇼 화면의 사각형 프레임 안을 Tap 2. '포토 슬라이드 쇼' 팝업 노출 화면에서 확인 버튼 선택 3. 이미지 여러 개 선택 후 우측 상단 저장 버튼 Tap,선택한 이미지가 포토 슬라이드쇼 화면에 계속 표시됨,EXCLUDE_CANDIDATE_UNREVIEWED,저장,cue_auto
8. Picture Frame widget,4.0,이미지 표시 및 Loop,1. 첫 번째 이미지 화면에서 5초간 대기 2. 두 번째 이미지 화면에서 5초간 대기 3. 마지막 이미지 화면에서 5초간 대기,1. 다음 (두 번째) 이미지 화면으로 이동한다. 2. 다음 (세 번째) 이미지 화면으로 이동한다. 3. 첫 번째 이미지 화면으로 이동한다.,EXCLUDE_CANDIDATE_UNREVIEWED,이동/복사,cue_auto
8. Picture Frame widget,5.0,이미지 표시 및 Loop,1. 포토 슬라이드 재생 > 버튼을 제외한 다른 이미지를 터치,1. 슬라이드쇼가 중지되며 해당 이미지 화면만 계속 표시됨,REVIEW_QUEUE,fixture pre,cue_auto
8. Picture Frame widget,6.0,이미지 표시 및 Loop,1. 포토 슬라이드 중지 > 버튼을 제외한 다른 이미지를 터치,1. 슬라이드쇼가 재생되며 5초간격으로 사진 페이지가 변경됨,EXCLUDE_CANDIDATE_UNREVIEWED,변경,cue_auto
8. Picture Frame widget,7.0,화면 편집,1. 우측 상단의 편집 버튼 Tap 2. 이미지를 10개 선택한 후 우측 상단의 저장 버튼 Tap,포토 슬라이드쇼 화면에 선택한 10개의 이미지가 5초 간격으로 순차적으로 표시됨,EXCLUDE_CANDIDATE_UNREVIEWED,저장,cue_auto
8. Picture Frame widget,8.0,이미지 선택 갯수,1. 우측 상단의 편집 버튼 Tap 2. 이미지 10개 선택한 후 1개 추가 선택,추가 선택한 이미지는 적용이 안되며 아래의 토스트가 출력됨 - [KOR] 사진 선택은 10개까지 가능합니다. - [ENG] You can select up to 10 photos.,REVIEW_QUEUE,fixture pre,cue_auto
8. Picture Frame widget,26.0,Picture Frame,Photo selection > 사진 영역에서 손가락으로 ↓ (Flicking)드래그 하기 > 사진 영역 표시 확인,Photo selection > 사진 영역에서 ↓ (Flicking)드래그하여 사진 영역을 내려서 볼 수 있다.,REVIEW_QUEUE,fixture pre,cue_auto
8. Picture Frame widget,27.0,Picture Frame,Photo selection > 사진 영역에서 손가락으로 ↑ (Flicking)드래그 하기 > 사진 영역 표시 확인,Photo selection > 사진 영역에서 ↑ (Flicking)드래그하여 사진 영역을 올려서 볼 수 있다.,REVIEW_QUEUE,fixture pre,cue_auto
8. Picture Frame widget,28.0,Picture Frame,Photo selection > 사진 선택 > 손가락으로(Panning) → 방향 드래그 하여 선택하기,Photo selection > 사진 영역에서 손가락으로(Panning) → 방향 드래그 시 드래그 영역에서 V 표시 체크가 된다.,REVIEW_QUEUE,fixture pre,cue_auto
8. Picture Frame widget,29.0,Picture Frame,Photo selection > 사진 선택 > 손가락으로(Panning) ← 방향 드래그 하여 선택하기,Photo selection > 사진 영역에서 손가락으로(Panning) ← 방향 드래그 시 드래그 영역에서 V 표시 체크가 된다.,REVIEW_QUEUE,fixture pre,cue_auto
8. Picture Frame widget,30.0,Picture Frame,Photo selection > 사진 선택 > 손가락으로(Panning) ↓ 방향 드래그 하여 선택하기,Photo selection > 사진 영역에서 손가락으로(Panning) ↓ 방향 드래그 시 드래그 영역에서 V 표시 체크가 된다.,REVIEW_QUEUE,fixture pre,cue_auto
8. Picture Frame widget,31.0,Picture Frame,Photo selection > 사진 선택 > 손가락으로(Panning) ↑ 방향 드래그 하여 선택하기,Photo selection > 사진 영역에서 손가락으로(Panning) ↑ 방향 드래그 시 드래그 영역에서 V 표시 체크가 된다.,REVIEW_QUEUE,fixture pre,cue_auto
8. Picture Frame widget,32.0,Picture Frame,Photo selection > 사진 선택 > 손가락으로(Panning) 대각선 ↓ 방향 드래그 하여 선택하기,Photo selection > 사진 영역에서 손가락으로(Panning) 대각선 ↓ 방향 드래그 시 드래그 영역에서 V 표시 체크가 된다.,REVIEW_QUEUE,fixture pre,cue_auto
8. Picture Frame widget,33.0,Picture Frame,Photo selection > 사진 선택 > 손가락으로(Panning) 대각선 ↑ 방향 드래그 하여 선택하기,Photo selection > 사진 영역에서 손가락으로(Panning) 대각선 ↑ 방향 드래그 시 드래그 영역에서 V 표시 체크가 된다.,REVIEW_QUEUE,fixture pre,cue_auto
8. Picture Frame widget,34.0,Picture Frame,Photo selection > 사진 선택 > 손가락으로(Panning) 대각선 방향으로 드래그 하여 11개 선택 시도,"Photo selection 화면에 선택한 사진이 10개 초과 시 "" 사진 선택은 10개까지 가능합니다. "" 안내 창 나옴",REVIEW_QUEUE,fixture pre,cue_auto
스팸 메시지 및 번호 차단 확인 TC,1.0,,메시지 > 더 보기 > 차단 및 스팸 관리 > 스팸 신고 안내,1. 스팸 신고 안내 페이지로 정상적으로 이동되는지 확인 2. 스팸 신고 안내 제목 및 설명 문구 정상적으로 노출되는지 확인 3. 스팸 신고 안내 페이지내 확인 버튼 존재 유뮤 및 확인 누를 시 [차단 및 스팸관리] 페이지로 정상적으로 이동되는지 확인,KEEP,이동/복사,human_confirmed
스팸 메시지 및 번호 차단 확인 TC,2.0,,메시지 > 더 보기 > 차단 및 스팸 관리 > 개인정보 수집 동의,1. 개인정보 수집 동의 페이지로 정상적으로 이동되는지 확인 2. 개인 정보 수집 동의 제목 및 설명 문구 정상적으로 노출되는지 확인,KEEP,이동/복사,human_confirmed
스팸 메시지 및 번호 차단 확인 TC,3.0,,메시지 > 더 보기 > 차단 및 스팸 관리 > 개인정보 수집 동의,1. 동의 버튼 누를 시 [차단 및 스팸관리] 페이지로 정상적으로 이동되는지 확인,EXCLUDE_CANDIDATE_UNREVIEWED,이동/복사,cue_auto
스팸 메시지 및 번호 차단 확인 TC,4.0,,메시지 > 더 보기 > 차단 및 스팸 관리 > 개인정보 수집 동의 철회,1. 동의 철회 버튼 누를 시 [차단 및 스팸관리] 페이지로 정상적으로 이동되는지 확인,EXCLUDE_CANDIDATE_UNREVIEWED,이동/복사,cue_auto
스팸 메시지 및 번호 차단 확인 TC,8.0,,"메시지 > 우측 상단 더보기 ""차단 및 스팸관리"" > 차단된 메시지 > 스팸신고했던 메시지 롱탭 > 스팸 신고","""이미 신고된 메시지입니다."" 라는토스트 팝업 출력되어야 함",EXCLUDE,cue 무해,human_confirmed
스팸 메시지 및 번호 차단 확인 TC,26.0,,전화 > 최근기록 > 개별 통화 기록 롱탭 > 스팸신고,음성신고는 신고하려는 통화목록에서 매칭되는 첨부파일을 등록할 수 있어야 한다.,EXCLUDE_CANDIDATE_UNREVIEWED,send/call; 등록,cue_auto
스팸 메시지 및 번호 차단 확인 TC,57.0,,1. DUT A 보내기 > DUT B 받기 > 통화 녹음 > DUT B가 DUT A에 스팸 신고 및 차단 > 차단 해제 및 스팸 다시 신고 > 메시지 앱 진입,"1. 메시지 앱 진입 시 "" 메시지 앱 중지 팝업이 발생"" 문구 발생하며 중지 되지 않아야함",EXCLUDE_CANDIDATE_UNREVIEWED,send/call; 캡처; 토글,cue_auto
스팸 메시지 및 번호 차단 확인 TC,58.0,,메시지 > 메시지 리스트 터치 > 이전에 신고한 말풍선 롱프레스 > [스팸 신고] 터치,"스팸 신고가 이미된 메시지는 차단 메시지함으로 즉시 이동해야합니다. 스팸신고가 된 메시지는 다시 스팸신고를 할 경우 ""이미 신고된 메시지입니다.""의 토스트 메시지를 출력해야합니다.",EXCLUDE_CANDIDATE_UNREVIEWED,이동/복사,cue_auto
스팸 메시지 및 번호 차단 확인 TC,61.0,,메시지 > 메시지 리스트 터치 > 말풍선 롱프레스 > [스팸 신고] 터치 > 스팸신고 완료 > 메시지 리스트 화면으로 회귀 > 메시지 리스트에 기존의 차단되었던 메시지 문구가 출력되는지 확인,스팸 신고 후 차단된 메시지 내용이 일반 메시지 리스트에 잔재하지 않아야 합니다.,EXCLUDE,cue 무해,human_confirmed
스팸 메시지 및 번호 차단 확인 TC,62.0,,메시지 > [더보기] > [차단 및 스팸관리] > [차단된 메시지] > 화면 우상단에 [더보기] 버튼이 존재하는지 확인,제플린에 정의된 것과 같이 차단된 메시지 화면 우상단에는 [더보기] 메뉴를 제공해야합니다.,KEEP,cue 무해,human_confirmed
스팸 메시지 및 번호 차단 확인 TC,63.0,,메시지 > [더보기] > [차단 및 스팸관리] > [차단된 메시지] > 차단 메시지 리스트 롱프레스 > 임의의 리스트 선택/해제를 반복 > 크래시가 발생하지 않는지 확인,차단 메시지함에서 다중선택모드로 메시지 선택이 가능해야합니다. (크래시가 발생하지 않아야함),EXCLUDE_CANDIDATE_UNREVIEWED,토글,cue_auto
스팸 메시지 및 번호 차단 확인 TC,64.0,,메시지 > [더보기] > [차단 및 스팸관리] > [차단된 메시지] > 차단 메시지 리스트 롱프레스 > 화면 우상단에 [더보기] 버튼이 있는지 확인,제플린 정의와 같이 차단 메시지함 > 다중선택 모드에 [더보기] 버튼 존재해야합니다.,REVIEW_QUEUE,cue 무해,human_confirmed
스팸 메시지 및 번호 차단 확인 TC,65.0,,메시지 > [더보기] > [차단 및 스팸관리] > [차단된 메시지] > 차단 메시지 리스트 터치 > 차단 메시지 말풍선이 상단부터 출력되는지 확인,스팸차단 메시지의 말풍선이 스팸 메시지 화면 상단부터 출력되어야 합니다. (제플린 정의),REVIEW_QUEUE,cue 무해,human_confirmed
스팸 메시지 및 번호 차단 확인 TC,68.0,,메시지 > [더보기] > [차단 및 스팸관리] > [차단된 메시지] > 차단 메시지 리스트 롱프레스 > [휴지통] 아이콘 터치 > 삭제 팝업에서 [삭제] 터치 > 토스트 메시지가 올바른지 확인,"차단된 메시지를 다중 선택 모드에서 삭제할 경우 ""삭제되었습니다."" 토스트 메시지가 출력되어야 합니다.",EXCLUDE_CANDIDATE_UNREVIEWED,삭제,cue_auto
스팸 메시지 및 번호 차단 확인 TC,76.0,,1. 메시지 > [새 메시지 작성] > 메시지 필드에 최대로 입력(한글/ 영어),1. 한글 입력 시 1024개 문자 입력되는지 확인 2. 영문 입력 시 2048개 문자 입력되는지 확인,REVIEW_QUEUE,input,cue_auto
스팸 메시지 및 번호 차단 확인 TC,80.0,,1. 메세지 >우 상단에 검색 icon Tap > 차단된 메세지함에 있는 메세지 검색 > 검색 결과 리스트 확인,1. 메세지 검색 시 차단된 메세지함에 존재하는 메세지는 검색 결과에 노출되면 안됨,REVIEW_QUEUE,input,cue_auto
