row_key,sheet,tc_id,verdict,defect_class,redesign_pattern,defer_category,cue_flags,confidence,reason,pass
24.Launcher#2.0,24.Launcher,2.0,KEEP,none,-,-,none,0.83,"볼륨바 위 소리모드 아이콘 포커스 이동. 고정요소 focus만, 입력·부작용 없음",strict2
24.Launcher#3.0,24.Launcher,3.0,REVIEW,D5_mutation,selection_gated,E_binding,none,0.55,Press OK가 소리모드 선택 토글 부작용 경로 가능. 모드 노출 확장 불확실,strict2
24.Launcher#4.0,24.Launcher,4.0,REVIEW,D5_mutation,selection_gated,E_binding,none,0.55,선행 Press OK 모드선택 후 무음모드 포커스. OK 부작용 전제 경로,strict2
24.Launcher#5.0,24.Launcher,5.0,REVIEW,D5_mutation,selection_gated,E_binding,none,0.55,선행 Press OK 후 더보기 포커스. OK 모드선택 부작용 가능성,strict2
24.Launcher#6.0,24.Launcher,6.0,KEEP,none,-,-,none,0.78,"홈 좌측하단 앱 위치 focus. 특정 사용자데이터 무명, 위치 focus 노출만",strict2
24.Launcher#7.0,24.Launcher,7.0,KEEP,none,-,-,none,0.8,최상단서 상키 무반응=focus 경계 assert 가능. mutation 없음,strict2
24.Launcher#8.0,24.Launcher,8.0,REVIEW,D1_fixture,observe_split,A_fixture,none,0.55,expected가 시계>날씨위젯>갤러리>전화 특정 앱배치 순서 명시. 배치 fixture 의존,strict2
24.Launcher#9.0,24.Launcher,9.0,REVIEW,D1_fixture,observe_split,A_fixture,none,0.55,전화>갤러리>날씨위젯>시계 특정 앱배치 순서 명시. 배치 fixture 의존,strict2
24.Launcher#10.0,24.Launcher,10.0,KEEP,none,-,-,none,0.78,우키3회→간편설정 페이지 이동+모든앱 focus. 화면전환+고정 focus,strict2
24.Launcher#11.0,24.Launcher,11.0,KEEP,none,-,-,none,0.8,"하키→앱서랍 이동. 화면전환 assert 가능, mutation 없음",strict2
24.Launcher#12.0,24.Launcher,12.0,REVIEW,D1_fixture,observe_split,A_fixture,none,0.52,포토 슬라이드쇼 페이지는 갤러리 사진 데이터에 의존. 빈상태 표시 비결정,strict2
24.Launcher#13.0,24.Launcher,13.0,REVIEW,D5_mutation,popup_cancel,F_misc,none,0.6,"OK 길게→앱 메뉴(앱삭제/홈삭제/위젯등록) 노출. 위험 메뉴 진입, 취소 필요",strict2
24.Launcher#14.0,24.Launcher,14.0,REVIEW,D5_mutation,popup_cancel,F_misc,none,0.58,"OK 길게 앱메뉴 진입 후 포커스 이동. 앱삭제 메뉴 컨텍스트, 취소 미보장",strict2
24.Launcher#15.0,24.Launcher,15.0,REVIEW,D5_mutation,popup_cancel,F_misc,none,0.58,OK 길게 앱메뉴 후 Back. 취소 패턴이나 위험 메뉴 진입 경로,strict2
24.Launcher#16.0,24.Launcher,16.0,KEEP,none,-,-,none,0.78,앱서랍 좌측최상단 앱 focus. 설치앱 위치 focus 노출만,strict2
24.Launcher#17.0,24.Launcher,17.0,KEEP,none,-,-,none,0.82,앱서랍 우키→오른쪽앱 focus 이동. 위치 focus 이동만,strict2
24.Launcher#18.0,24.Launcher,18.0,KEEP,none,-,-,none,0.82,최우측앱 이동 후 무반응=경계 assert. mutation 없음,strict2
24.Launcher#19.0,24.Launcher,19.0,KEEP,none,-,-,none,0.82,최하단앱 이동 후 무반응. focus 경계 assert 가능,strict2
24.Launcher#20.0,24.Launcher,20.0,KEEP,none,-,-,none,0.8,하단→상방 최상단앱 focus 경계. mutation 없는 스크롤 focus,strict2
24.Launcher#21.0,24.Launcher,21.0,KEEP,none,-,-,none,0.72,단축다이얼 1-30 UI 격자 focus. 빈슬롯 격자는 등록데이터 무관 노출,strict2
24.Launcher#22.0,24.Launcher,22.0,KEEP,none,-,-,none,0.72,"단축다이얼 1번 슬롯 focus+좌키 무반응. 슬롯 UI focus, 등록데이터 무관",strict2
24.Launcher#23.0,24.Launcher,23.0,KEEP,none,-,-,none,0.74,우키→31-60 UI focus 이동. 슬롯격자 페이지 focus만,strict2
24.Launcher#24.0,24.Launcher,24.0,KEEP,none,-,-,none,0.72,우키3회 1-30/31-60/61-99 한칸씩+다음페이지 focus. 격자 focus 이동,strict2
24.Launcher#25.0,24.Launcher,25.0,REVIEW,D5_mutation,popup_cancel,F_misc,none,0.62,"OK→단축다이얼 등록 팝업 발생. 등록 입력 경로, 취소 필요",strict2
24.Launcher#26.0,24.Launcher,26.0,KEEP,none,-,-,none,0.78,우키 유지→최우측+다음페이지 이동. focus 이동만,strict2
24.Launcher#27.0,24.Launcher,27.0,KEEP,none,-,-,none,0.78,상키→편집버튼 이동 후 무반응. 고정 편집버튼 focus 경계,strict2
24.Launcher#28.0,24.Launcher,28.0,KEEP,none,-,-,none,0.8,"좌키 누름유지 무반응. focus 경계 assert, mutation 없음",strict2
24.Launcher#29.0,24.Launcher,29.0,KEEP,none,-,-,none,0.8,하키→최하단 스크롤+focus 유지. 스크롤 focus만,strict2
24.Launcher#30.0,24.Launcher,30.0,KEEP,none,-,-,none,0.76,편집버튼 focus 후 하키→1-30 UI focus. 격자 focus 복귀만,strict2
24.Launcher#31.0,24.Launcher,31.0,REVIEW,,-,A_fixture,fixture,0.82,"단축다이얼 등록된 상태 전제, OK시 연락처 page 노출 — fixture 필요",pass1
24.Launcher#32.0,24.Launcher,32.0,REVIEW,,-,A_fixture,fixture,0.82,"단축다이얼 등록 전제, Right로 전화UI 포커스 — fixture 필요",pass1
24.Launcher#34.0,24.Launcher,34.0,REVIEW,,-,A_fixture,fixture,0.82,"등록된 단축다이얼 전제, Right로 페이지 포커스 이동 — fixture 필요",pass1
24.Launcher#35.0,24.Launcher,35.0,REVIEW,,-,A_fixture,fixture,0.82,"등록된 단축다이얼 전제, Down으로 31번 포커스 — fixture 필요",pass1
24.Launcher#36.0,24.Launcher,36.0,REVIEW,,-,A_fixture,fixture,0.82,"등록된 단축다이얼 전제, Down유지 60번 포커스 유지 — fixture 필요",pass1
24.Launcher#37.0,24.Launcher,37.0,REVIEW,,-,A_fixture,fixture,0.82,"등록된 단축다이얼 전제, Left로 1-30 포커스 — fixture 필요",pass1
24.Launcher#38.0,24.Launcher,38.0,REVIEW,,-,A_fixture,fixture,0.82,"등록된 단축다이얼 전제, Down으로 61번 포커스 — fixture 필요",pass1
24.Launcher#39.0,24.Launcher,39.0,REVIEW,,-,A_fixture,fixture,0.82,"등록된 단축다이얼 전제, Right로 61번 전화UI 포커스 — fixture 필요",pass1
24.Launcher#40.0,24.Launcher,40.0,REVIEW,,-,A_fixture,fixture,0.82,"등록된 단축다이얼 전제, Right로 다음페이지 앱 포커스 — fixture 필요",pass1
24.Launcher#41.0,24.Launcher,41.0,REVIEW,,-,A_fixture,fixture,0.82,"등록된 단축다이얼 전제, Left로 1-30 포커스 — fixture 필요",pass1
24.Launcher#42.0,24.Launcher,42.0,KEEP,none,-,-,none,0.8,간편설정 모든앱 focus. 고정 focus 노출만,strict2
24.Launcher#43.0,24.Launcher,43.0,REVIEW,D1_fixture,observe_split,A_fixture,none,0.52,expected가 사진에 포커스 명시. 갤러리 사진 데이터 전제,strict2
24.Launcher#44.0,24.Launcher,44.0,KEEP,none,-,-,none,0.78,상키→의료정보 앱 focus. 고정 시스템앱 라벨 focus,strict2
24.Launcher#45.0,24.Launcher,45.0,KEEP,none,-,-,none,0.76,"의료정보 Page 이동. 화면전환 assert 가능, mutation 없음",strict2
24.Launcher#46.0,24.Launcher,46.0,KEEP,none,-,-,none,0.78,상키2회→만보기 앱 focus. 고정앱 라벨 focus,strict2
24.Launcher#47.0,24.Launcher,47.0,KEEP,none,-,-,none,0.76,만보기 Page 이동. 화면전환 assert만,strict2
24.Launcher#48.0,24.Launcher,48.0,KEEP,none,-,-,none,0.78,상키3회→나의 휴대폰 상태 focus. 고정 라벨 focus,strict2
24.Launcher#49.0,24.Launcher,49.0,KEEP,none,-,-,none,0.76,쉬운설정 Page 이동. 화면전환 assert만,strict2
24.Launcher#50.0,24.Launcher,50.0,KEEP,none,-,-,none,0.76,상키4회→사용데이터 focus. 고정 라벨 focus 노출,strict2
24.Launcher#144.0,24.Launcher,144.0,KEEP,none,-,-,none,0.78,구글서치바서 좌측하단 앱 focus. 고정위치 focus 노출,strict2
24.Launcher#145.0,24.Launcher,145.0,KEEP,none,-,-,none,0.78,하키→좌측최하단 앱 focus. 고정위치 focus 이동,strict2
24.Launcher#146.0,24.Launcher,146.0,KEEP,none,-,-,none,0.78,"최하단 하키→앱서랍 열림. 화면전환 assert, mutation 없음",strict2
24.Launcher#147.0,24.Launcher,147.0,KEEP,none,-,-,none,0.82,최상단 상키 무반응. focus 경계 assert 가능,strict2
24.Launcher#148.0,24.Launcher,148.0,REVIEW,D1_fixture,observe_split,A_fixture,none,0.55,precondition 홈에 다수 앱 배치 전제. 사용자 앱배치 fixture 의존,strict2
24.Launcher#149.0,24.Launcher,149.0,REVIEW,D1_fixture,observe_split,A_fixture,none,0.55,다수앱 배치+다음페이지 이동 전제. 앱배치 fixture 의존,strict2
24.Launcher#150.0,24.Launcher,150.0,REVIEW,D1_fixture,observe_split,A_fixture,none,0.55,다수앱 배치 precondition 전제 후 앱서랍 진입. fixture 의존,strict2
24.Launcher#151.0,24.Launcher,151.0,REVIEW,D1_fixture,observe_split,A_fixture,none,0.5,다수앱 배치 전제. 무반응 assert 자체는 OK이나 precondition fixture 의존,strict2
24.Launcher#152.0,24.Launcher,152.0,REVIEW,D5_mutation,roundtrip_restore,D_system_state,none,0.58,OK→포커스 앱 실행=외부앱 기동 부작용. 다수앱 배치 fixture+실행 mutation,strict2
24.Launcher#153.0,24.Launcher,153.0,KEEP,none,popup_cancel,-,none,0.8,"시스템 기본 다수앱 홈, OK롱탭 말풍선 고정라벨+'앱정보' 포커스, mutation 없음",strict2
24.Launcher#154.0,24.Launcher,154.0,KEEP,none,popup_cancel,-,none,0.8,"말풍선 하방향 포커스 설치삭제→위젯 고정라벨 이동만, 입력·부작용 없음",strict2
24.Launcher#155.0,24.Launcher,155.0,KEEP,none,popup_cancel,-,none,0.76,"롱탭 후 뒤로/취소로 직전 시스템앱 포커스 복귀, 관찰·취소만 mutation 없음",strict2
24.Launcher#156.0,24.Launcher,156.0,REVIEW,D3_prestate,-,D_system_state,none,0.66,"'앱/앱폴더 하나만 존재' 비기본 홈 레이아웃 축소 셋업 전제, pre-state 필요",strict2
24.Launcher#157.0,24.Launcher,157.0,REVIEW,D3_prestate,-,D_system_state,none,0.66,"'최하단 앱폴더 존재' 사용자 생성 폴더 pre-state 전제, 기본 홈 아님",strict2
24.Launcher#158.0,24.Launcher,158.0,KEEP,none,-,-,none,0.82,"앱서랍 방향키시 좌상단 시스템앱 포커스, 기본 앱 존재만 전제 관찰만",strict2
24.Launcher#159.0,24.Launcher,159.0,KEEP,none,-,-,none,0.82,"상방향시 서치바 포커스+경계 무반응, 고정 요소 assert mutation 없음",strict2
24.Launcher#160.0,24.Launcher,160.0,KEEP,none,-,-,none,0.82,"우방향 포커스 이동+경계 무반응, 관찰 전용 mutation 없음",strict2
24.Launcher#161.0,24.Launcher,161.0,KEEP,none,-,-,none,0.82,"하방향 포커스 이동+경계 무반응, 관찰 전용 mutation 없음",strict2
24.Launcher#162.0,24.Launcher,162.0,REVIEW,,observe_split,C_verifier,none,0.7,인디케이터 흰색 미노출 검증=screenshot 색상 verifier 미실증,pass1
24.Launcher#163.0,24.Launcher,163.0,REVIEW,,-,A_fixture,fixture,0.8,"폴더 생성된 상태 fixture 전제, 폴더 진입 포커스 관찰",pass1
24.Launcher#164.0,24.Launcher,164.0,REVIEW,,roundtrip_restore,A_fixture,fixture,0.8,"폴더 fixture 전제, 진입 후 뒤로 복귀 포커스 확인",pass1
24.Launcher#165.0,24.Launcher,165.0,REVIEW,,-,A_fixture,fixture,0.8,"폴더 fixture 전제, 상방향키 폴더명 포커스 관찰",pass1
24.Launcher#166.0,24.Launcher,166.0,REVIEW,,transient_input,A_fixture,"fixture,input",0.78,"폴더 fixture 전제, 폴더명 변경가능 검증=입력 편집모드 진입",pass1
24.Launcher#167.0,24.Launcher,167.0,REVIEW,,transient_input,A_fixture,"fixture,input",0.8,"폴더명 변경후 확인=텍스트 입력+영속 rename, fixture 전제",pass1
24.Launcher#224.0,24.Launcher,224.0,REVIEW,D3_prestate,-,D_system_state,none,0.7,"'실행 중 앱 다수' 선행 앱 실행 셋업 전제, 순서 노출 검증에 외부 앱 필요",strict2
24.Launcher#225.0,24.Launcher,225.0,REVIEW,,observe_split,C_verifier,none,0.6,"모두닫기는 백그라운드 프로세스 종료(영속데이터 아님 가역)→과배제 완화, 종료확인 assert 분리",pass1
24.Launcher#226.0,24.Launcher,226.0,REVIEW,D3_prestate,-,D_system_state,none,0.65,"실행 중 앱 다수 전제+모두닫기 설정창 진입, 선행 앱 셋업 필요",strict2
24.Launcher#227.0,24.Launcher,227.0,REVIEW,,-,D_system_state,external,0.78,자동닫기 On 후 새벽3시 백그라운드 종료 검증=시간기반 시스템 상태 필요,pass1
24.Launcher#228.0,24.Launcher,228.0,REVIEW,,-,D_system_state,external,0.78,자동닫기 Off 새벽3시 이후 앱 유지 검증=시간기반 시스템 상태,pass1
24.Launcher#230.0,24.Launcher,230.0,REVIEW,,-,D_system_state,"fixture,external",0.8,FamilyLink 부모폰 연동/차단·해제 외부계정 시스템 상태 전제,pass1
24.Launcher#240.0,24.Launcher,240.0,REVIEW,,selection_gated,E_binding,mutation,0.62,"즐겨찾기 등록은 가역 설정 등록(영속데이터 삭제/저장 아님)→과배제 완화, 리스트 binding",pass1
24.Launcher#241.0,24.Launcher,241.0,KEEP,none,popup_cancel,-,none,0.8,"즐겨찾기 등록 0 명시 상태 롱탭 팝업+미등록 문구·취소/등록 고정 노출, mutation 없음",strict2
24.Launcher#242.0,24.Launcher,242.0,REVIEW,,selection_gated,E_binding,mutation,0.75,"변경>앱 선택해 즐겨찾기 등록 토스트=영속 등록 mutation, 리스트 binding",pass1
24.Launcher#243.0,24.Launcher,243.0,REVIEW,,popup_cancel,A_fixture,fixture,0.78,"등록된 앱 있음 fixture 전제, 팝업 노출만 관찰",pass1
24.Launcher#244.0,24.Launcher,244.0,REVIEW,,selection_gated,E_binding,"fixture,mutation",0.75,등록앱 있음 fixture+앱 선택해 등록 변경 토스트=영속 mutation,pass1
24.Launcher#246.0,24.Launcher,246.0,REVIEW,D2_verifier,-,C_verifier,none,0.7,"'동작이 되야한다' 모호 검증, 30초 반복 입력 결정적 텍스트 assert 불가",strict2
24.Launcher#247.0,24.Launcher,247.0,REVIEW,,observe_split,C_verifier,input,0.72,"닫기설정 자동닫기 on/off 동작 검증=토글 조작 포함, assert 분리 필요",pass1
25.Call#213.0,25.Call,213.0,EXCLUDE,,-,-,"mutation,external",0.82,"영상통화 실발신=외부 통화 발신 외부효과, 라벨 아님 실동작",pass1
25.Call#214.0,25.Call,214.0,REVIEW,,-,A_fixture,"fixture,external",0.75,"음성콜 통화중 전제(통화 발신/연락처 fixture), 키패드 사라짐 관찰",pass1
25.Call#287.0,25.Call,287.0,REVIEW,D1_fixture,-,A_fixture,none,0.62,"단축다이얼 슬롯 99까지 이동 등록 슬롯 전제, focus 대상이 사용자 데이터",strict2
25.Call#291.0,25.Call,291.0,KEEP,none,-,-,none,0.78,"즐겨찾기 0 명시 상태 연락처 실행시 '즐겨찾기 추가' text 최초 포커스, 고정 라벨",strict2
25.Call#292.0,25.Call,292.0,REVIEW,D2_verifier,transient_input,C_verifier,none,0.72,"'키패드 올라온다'=IME 노출, 결정적 요소 assert 불가",strict2
25.Call#293.0,25.Call,293.0,KEEP,none,-,-,none,0.8,"즐겨찾기 0 명시 검색focus 하방향시 즐겨찾기 추가 포커스, 고정 라벨 관찰",strict2
25.Call#294.0,25.Call,294.0,KEEP,none,-,-,none,0.8,"즐겨찾기 0 검색focus 하방향 2회시 즐겨찾기 탭 포커스, 고정 요소 mutation 없음",strict2
25.Call#295.0,25.Call,295.0,REVIEW,D1_fixture,-,A_fixture,none,0.7,"'즐겨찾기된 연락처 있는 상태' 등록 연락처 전제, focus 대상이 사용자 데이터",strict2
25.Call#298.0,25.Call,298.0,REVIEW,D1_fixture,-,A_fixture,none,0.72,"즐겨찾기 연락처+휴대전화/집/직장 번호 저장 전제, 사용자 데이터 fixture",strict2
25.Call#299.0,25.Call,299.0,REVIEW,D1_fixture,-,A_fixture,none,0.72,"즐겨찾기 연락처 4개 이상 존재 전제, 등록 연락처 사용자 데이터",strict2
25.Call#300.0,25.Call,300.0,REVIEW,D1_fixture,-,A_fixture,none,0.72,"즐겨찾기 연락처 4개 이상 전제, 최하단까지 이동에 등록 데이터 필요",strict2
25.Call#301.0,25.Call,301.0,REVIEW,,selection_gated,E_binding,fixture,0.78,"long-press로 선택 v표시·1개선택 UI, fixture(4+즐겨찾기)+선택binding 검증 필요",pass1
25.Call#302.0,25.Call,302.0,REVIEW,,selection_gated,E_binding,fixture,0.74,"long-press 선택 후 뒤로가기 focus, 선택모드 진입 binding 전제",pass1
25.Call#303.0,25.Call,303.0,REVIEW,,selection_gated,E_binding,fixture,0.74,"long-press 선택모드 후 n개선택 드롭박스 focus, 선택상태 전제",pass1
25.Call#304.0,25.Call,304.0,REVIEW,,selection_gated,E_binding,fixture,0.72,"드롭박스 ok로 모두선택/해제 focus 노출, 선택모드 전제(실행 아님)",pass1
25.Call#305.0,25.Call,305.0,REVIEW,,selection_gated,E_binding,fixture,0.72,"휴지통 아이콘 focus만 이동(삭제실행 아님=라벨 맥락), 선택모드 전제",pass1
25.Call#306.0,25.Call,306.0,REVIEW,D3_prestate,-,D_system_state,none,0.6,"precondition 공란이나 '더보기 내 통화기록' 진입 선행 네비 전제, pre-state 불명확",strict2
25.Call#307.0,25.Call,307.0,REVIEW,D3_prestate,-,D_system_state,none,0.62,"'모든 통화 드롭박스 focus' 통화목록 필터 화면 선행 진입 전제, pre-state",strict2
25.Call#308.0,25.Call,308.0,REVIEW,D3_prestate,popup_cancel,D_system_state,none,0.62,"통화 구분 화면 선행 진입 전제+드롭박스 open/close, pre-state 셋업 필요",strict2
25.Call#309.0,25.Call,309.0,REVIEW,D1_fixture,-,A_fixture,none,0.65,"통화 구분 화면+'최상단 콜 로그' 포커스, 기존 통화기록 데이터 전제",strict2
25.Call#310.0,25.Call,310.0,REVIEW,D1_fixture,-,A_fixture,none,0.68,"'첫 번째 콜 로그 focus' 기존 통화기록 존재 전제, 사용자 데이터 fixture",strict2
25.Call#311.0,25.Call,311.0,REVIEW,D1_fixture,-,A_fixture,none,0.7,"콜 로그 포커스+아래 콜 로그 이동, 통화기록 다수 존재 전제 사용자 데이터",strict2
25.Call#313.0,25.Call,313.0,REVIEW,D1_fixture,popup_cancel,A_fixture,none,0.7,"콜 로그+연락처 저장 상태 전제, 통화기록·연락처 사용자 데이터 fixture",strict2
25.Call#314.0,25.Call,314.0,REVIEW,D1_fixture,-,A_fixture,none,0.7,"콜 로그 다수+연락처 저장 전제, 아래 콜로그 이동에 통화기록 데이터 필요",strict2
25.Call#315.0,25.Call,315.0,REVIEW,D1_fixture,-,A_fixture,none,0.7,"콜 로그 다수+연락처 저장 전제, 위 콜로그 이동에 통화기록 데이터 필요",strict2
25.Call#316.0,25.Call,316.0,REVIEW,D1_fixture,-,A_fixture,none,0.68,"콜 로그+연락처 저장 전제 메뉴 진입, 통화기록 사용자 데이터 fixture",strict2
25.Call#317.0,25.Call,317.0,REVIEW,D1_fixture,-,A_fixture,none,0.68,"콜 로그 컨텍스트 메뉴 우방향 포커스, 통화기록·연락처 저장 전제",strict2
25.Call#318.0,25.Call,318.0,REVIEW,D1_fixture,-,A_fixture,none,0.68,"콜 로그 메뉴 우방향 2회 포커스, 통화기록·연락처 저장 전제 fixture",strict2
25.Call#319.0,25.Call,319.0,REVIEW,D1_fixture,-,A_fixture,none,0.68,"콜 로그+연락처 미저장 전제 메뉴 진입, 통화기록 사용자 데이터 fixture",strict2
25.Call#320.0,25.Call,320.0,REVIEW,D1_fixture,-,A_fixture,none,0.68,"콜 로그 미저장 메뉴 우방향, 통화기록 존재 전제 사용자 데이터",strict2
25.Call#321.0,25.Call,321.0,REVIEW,D1_fixture,-,A_fixture,none,0.68,"콜 로그 미저장 메뉴 우방향 2회, 통화기록 존재 전제 fixture",strict2
25.Call#322.0,25.Call,322.0,REVIEW,D1_fixture,-,A_fixture,none,0.68,"미저장 콜 로그 메뉴 하방향 '새 연락처 추가' 포커스, 통화기록 전제",strict2
25.Call#323.0,25.Call,323.0,REVIEW,D1_fixture,-,A_fixture,none,0.68,"미저장 콜 로그 메뉴 하/우방향 포커스, 통화기록 존재 전제 fixture",strict2
25.Call#324.0,25.Call,324.0,REVIEW,D1_fixture,-,A_fixture,none,0.66,"콜 로그 메뉴 '새 연락처 추가' ok로 생성 화면 전환, 통화기록 전제",strict2
25.Call#325.0,25.Call,325.0,REVIEW,D1_fixture,-,A_fixture,none,0.66,"콜 로그 메뉴 '연락처에 추가' ok로 선택 화면 전환, 통화기록 전제",strict2
25.Call#326.0,25.Call,326.0,KEEP,none,-,-,none,0.74,"더보기 단축다이얼 ok로 설정 화면 전환+페이지 탐색 최초 포커스, 고정 UI 관찰 부작용 없음",strict2
25.Call#327.0,25.Call,327.0,KEEP,none,-,-,none,0.76,"단축다이얼 페이지 탐색 우방향 100~199 전환+focus 유지, 고정 페이지 라벨 등록 슬롯 무관",strict2
25.Call#328.0,25.Call,328.0,KEEP,none,-,-,none,0.76,"페이지 탐색 좌방향 900~999 전환+focus 유지, 고정 페이지 라벨 mutation 없음",strict2
25.Call#329.0,25.Call,329.0,REVIEW,D2_verifier,-,C_verifier,none,0.6,"keep press right '동작에 따라 페이지 전환' 가변 결과, 고정값 assert 불명확",strict2
25.Call#330.0,25.Call,330.0,REVIEW,D2_verifier,-,C_verifier,none,0.6,"keep press left '동작에 따라 페이지 전환' 가변 결과, 고정값 assert 불명확",strict2
25.Call#331.0,25.Call,331.0,KEEP,none,-,-,none,0.78,"페이지 탐색 하방향 '연락처 추가' 포커스, 고정 라벨 관찰 mutation 없음",strict2
25.Call#332.0,25.Call,332.0,KEEP,none,-,-,none,0.8,"페이지 탐색 상방향 '뒤로가기' 포커스, 고정 요소 관찰 mutation 없음",strict2
25.Call#333.0,25.Call,333.0,KEEP,none,-,-,none,0.82,"'최초 focus 소리 및 진동'은 메뉴 라벨명 focus이지 실제 진동 아님. 화면전환+라벨 presence assert 가능, mutation 없음",strict2
25.Call#334.0,25.Call,334.0,KEEP,none,-,-,none,0.85,"설정화면 소리및진동 focus up→뒤로가기 focus. 고정 라벨 focus 이동만, mutation 없음",strict2
25.Call#335.0,25.Call,335.0,KEEP,none,-,-,none,0.85,"focus 아래 이동·최하단 정지. 고정 메뉴 focus 이동만, mutation 없음",strict2
25.Call#336.0,25.Call,336.0,KEEP,none,-,-,none,0.88,"소리및진동 focus ok→화면전환. 화면전환·라벨 presence assert 가능, ok는 진입일뿐 토글 아님",strict2
25.Call#337.0,25.Call,337.0,KEEP,none,-,-,none,0.85,"통화녹음 focus ok→화면전환+알림표시 메뉴 focus. 고정 라벨 presence, mutation 없음",strict2
25.Call#338.0,25.Call,338.0,REVIEW,,roundtrip_restore,D_system_state,mutation,0.7,"toggle on=영속 토글이나 단일탭 가역, 켠뒤 원복 설계로 자동화 가능(과배제 구제)",pass1
25.Call#339.0,25.Call,339.0,KEEP,none,-,-,none,0.88,"알림표시 focus down→통화중자동녹음 focus. 고정 메뉴 focus 이동만, mutation 없음",strict2
25.Call#340.0,25.Call,340.0,KEEP,none,-,-,none,0.78,"자동녹음 focus ok→설정화면+사용 focus. ok는 화면진입, 사용은 focus 대상 라벨일뿐 토글 안함",strict2
25.Call#341.0,25.Call,341.0,KEEP,none,-,-,none,0.88,"자동녹음 focus down→저장된통화녹음 focus. 고정 메뉴 focus 이동만, mutation 없음",strict2
25.Call#342.0,25.Call,342.0,REVIEW,,roundtrip_restore,D_system_state,mutation,0.7,"toggle on=영속 토글이나 가역 단일탭, 원복 설계로 자동화 가능(과배제 구제)",pass1
25.Call#350.0,25.Call,350.0,REVIEW,D1_fixture,observe_split,A_fixture,none,0.75,최근기록 ok→'전화 목록 리스트 번호 focus'는 통화기록 데이터 존재 전제. precondition 공란인데 기존 기록 암묵 전제,strict2
25.Call#351.0,25.Call,351.0,REVIEW,D1_fixture,observe_split,A_fixture,none,0.72,최근기록 리스트 항목의 ▼ focus는 통화기록 항목 존재 전제. 빈 기록이면 검증 불가,strict2
25.Call#352.0,25.Call,352.0,REVIEW,D1_fixture,observe_split,A_fixture,none,0.7,"▼에서 ok→▲ focus는 기록 항목 확장 동작, 통화기록 데이터 존재 전제",strict2
25.Call#353.0,25.Call,353.0,KEEP,none,-,-,none,0.85,"연락처 ok→'새 연락처 만들기' focus. 항상 존재하는 고정 항목 focus, 등록 연락처 무관, mutation 없음",strict2
25.Call#354.0,25.Call,354.0,KEEP,none,-,-,none,0.85,새연락처만들기 focus up/left/right→마이크/돋보기/더보기 아이콘 focus. 고정 아이콘 focus 이동만,strict2
25.Call#355.0,25.Call,355.0,KEEP,none,-,-,none,0.85,"키패드 탭 후 방향키/ok→하단 숫자입력박스 focus. 앱내 진입, 고정 요소 focus 이동만, mutation 없음",strict2
25.Call#356.0,25.Call,356.0,KEEP,none,-,-,none,0.88,"입력칸 focus down→키패드'1' focus. 고정 키패드 focus 이동만, mutation 없음",strict2
25.Call#357.0,25.Call,357.0,KEEP,none,-,-,none,0.88,"숫자버튼 focus up→전화번호 입력칸 focus. 고정 요소 focus 이동만, mutation 없음",strict2
25.Call#358.0,25.Call,358.0,REVIEW,D3_prestate,roundtrip_restore,D_system_state,none,0.72,"뒤로가기→'이전 화면으로 되돌아간다'는 진입경로(선행화면) 전제. 이전화면 없으면 최근기록 분기, pre-state 의존",strict2
25.Call#359.0,25.Call,359.0,REVIEW,,transient_input,C_verifier,input,0.82,"pre서 숫자 입력 후 취소키로 사라짐 검증, transient input fixture 필요",pass1
25.Call#360.0,25.Call,360.0,REVIEW,,transient_input,C_verifier,input,0.8,"숫자 입력 pre 후 위키로 커서/포커스 이동, transient input 전제",pass1
25.Call#361.0,25.Call,361.0,REVIEW,,transient_input,C_verifier,input,0.8,"숫자 입력 pre 후 위키로 검색창 포커스 이동, transient input 전제",pass1
25.Call#362.0,25.Call,362.0,REVIEW,,transient_input,C_verifier,input,0.78,"숫자 입력 pre+좌키 커서이동+OK 화면전환, transient input 전제",pass1
25.Call#363.0,25.Call,363.0,REVIEW,,transient_input,C_verifier,input,0.8,"숫자 입력 pre 후 아래키 리스트 포커스 이동, transient input 전제",pass1
25.Call#364.0,25.Call,364.0,REVIEW,,transient_input,C_verifier,input,0.78,"숫자 입력 pre+아래키+OK 화면 이동, transient input 전제",pass1
25.Call#365.0,25.Call,365.0,REVIEW,,transient_input,C_verifier,input,0.8,"숫자 입력 pre 후 취소키로 한자리씩 삭제 검증, transient input",pass1
25.Call#366.0,25.Call,366.0,REVIEW,,transient_input,C_verifier,input,0.79,"영문/문자 입력 후 검색결과없음 화면 검증, input 검증 필요",pass1
25.Call#367.0,25.Call,367.0,REVIEW,D1_fixture,observe_split,A_fixture,none,0.65,"전화번호 검색창·전화번호 리스트 전제, 검색 컨텍스트는 연락처 데이터 의존. 2단계 ok 화면이동 복합",strict2
25.Call#369.0,25.Call,369.0,REVIEW,D2_verifier,popup_cancel,C_verifier,none,0.6,"더보기 리스트 열림 검증은 popup 노출, 고정 메뉴 라벨 assert 가능하나 리스트 open이 transient. popup_cancel 재설계 필요",strict2
25.Call#370.0,25.Call,370.0,REVIEW,D3_prestate,popup_cancel,D_system_state,none,0.68,더보기 메뉴 연 상태(precondition) 전제 후 뒤로가기→복귀. 선행 popup open pre-state 필요,strict2
