tc_id,source_file,original_entry_detail,extracted_token,disposition,proposed_normalized_step,proposed_keycode,confidence,rationale,required_decision,device_pilot_eligible,executable
ALTBASIC_SET_610,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,tap:1. 설정 > 접근성 > 실시간 자막 Tap > tap:2. 자막 환경설정 Tap > tap:3. 추가 옵션 Tap,설정,FREE_TEXT_DISCOVERY,tap:<설정>,,low,tap target needs a selector,device_selector_discovery,False,True
ALTBASIC_SET_610,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,tap:1. 설정 > 접근성 > 실시간 자막 Tap > tap:2. 자막 환경설정 Tap > tap:3. 추가 옵션 Tap,접근성,NOT_A_KEY,(reclassify) 접근성,,low,bare noun mis-tagged as key (no key signal),reclassify_verifier_or_navigate,False,True
ALTBASIC_SET_610,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,tap:1. 설정 > 접근성 > 실시간 자막 Tap > tap:2. 자막 환경설정 Tap > tap:3. 추가 옵션 Tap,실시간 자막 Tap,NOT_A_KEY,(reclassify) 실시간 자막,,low,bare noun mis-tagged as key (no key signal),reclassify_verifier_or_navigate,False,True
ALTBASIC_SET_610,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,tap:1. 설정 > 접근성 > 실시간 자막 Tap > tap:2. 자막 환경설정 Tap > tap:3. 추가 옵션 Tap,자막 환경설정 Tap,FREE_TEXT_DISCOVERY,tap:<자막 환경설정>,,low,tap target needs a selector,device_selector_discovery,False,True
ALTBASIC_SET_610,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,tap:1. 설정 > 접근성 > 실시간 자막 Tap > tap:2. 자막 환경설정 Tap > tap:3. 추가 옵션 Tap,추가 옵션 Tap,FREE_TEXT_DISCOVERY,tap:<추가 옵션>,,low,tap target needs a selector,device_selector_discovery,False,True
ALTBASIC_SET_651,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:1. 설정 > 접근성 > 텍스트 음성 변환 출력 Tap > tap:2. 기본엔진 Set. Icon Tap,설정,FREE_TEXT_DISCOVERY,navigate:<설정>,,low,navigate target needs a selector,device_selector_discovery,False,True
ALTBASIC_SET_651,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:1. 설정 > 접근성 > 텍스트 음성 변환 출력 Tap > tap:2. 기본엔진 Set. Icon Tap,접근성,NOT_A_KEY,(reclassify) 접근성,,low,bare noun mis-tagged as key (no key signal),reclassify_verifier_or_navigate,False,True
ALTBASIC_SET_651,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:1. 설정 > 접근성 > 텍스트 음성 변환 출력 Tap > tap:2. 기본엔진 Set. Icon Tap,텍스트 음성 변환 출력 Tap,NOT_A_KEY,(reclassify) 텍스트 음성 변환 출력,,low,bare noun mis-tagged as key (no key signal),reclassify_verifier_or_navigate,False,True
ALTBASIC_SET_651,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:1. 설정 > 접근성 > 텍스트 음성 변환 출력 Tap > tap:2. 기본엔진 Set. Icon Tap,기본엔진 Set. Icon Tap,FREE_TEXT_DISCOVERY,tap:<기본엔진 Set. Icon>,,low,tap target needs a selector,device_selector_discovery,False,True
ALTBASIC_SET_972,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:설정 >시스템 >언어 및 입력 > 터치 키보드,설정,FREE_TEXT_DISCOVERY,navigate:<설정>,,low,navigate target needs a selector,device_selector_discovery,False,True
ALTBASIC_SET_972,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:설정 >시스템 >언어 및 입력 > 터치 키보드,시스템,NOT_A_KEY,(reclassify) 시스템,,low,bare noun mis-tagged as key (no key signal),reclassify_verifier_or_navigate,False,True
ALTBASIC_SET_972,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:설정 >시스템 >언어 및 입력 > 터치 키보드,언어 및 입력,NOT_A_KEY,(reclassify) 언어 및,,low,bare noun mis-tagged as key (no key signal),reclassify_verifier_or_navigate,False,True
ALTBASIC_SET_972,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:설정 >시스템 >언어 및 입력 > 터치 키보드,터치 키보드,NOT_A_KEY,(reclassify) 터치 키보드,,low,bare noun mis-tagged as key (no key signal),reclassify_verifier_or_navigate,False,True
ALTBASIC_SET_977,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:설정 >시스템 > 언어 및 입력 > 텍스트 음성 변환 출력 > 기본 엔진 설정,설정,FREE_TEXT_DISCOVERY,navigate:<설정>,,low,navigate target needs a selector,device_selector_discovery,False,True
ALTBASIC_SET_977,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:설정 >시스템 > 언어 및 입력 > 텍스트 음성 변환 출력 > 기본 엔진 설정,시스템,NOT_A_KEY,(reclassify) 시스템,,low,bare noun mis-tagged as key (no key signal),reclassify_verifier_or_navigate,False,True
ALTBASIC_SET_977,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:설정 >시스템 > 언어 및 입력 > 텍스트 음성 변환 출력 > 기본 엔진 설정,언어 및 입력,NOT_A_KEY,(reclassify) 언어 및,,low,bare noun mis-tagged as key (no key signal),reclassify_verifier_or_navigate,False,True
ALTBASIC_SET_977,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:설정 >시스템 > 언어 및 입력 > 텍스트 음성 변환 출력 > 기본 엔진 설정,텍스트 음성 변환 출력,NOT_A_KEY,(reclassify) 텍스트 음성 변환 출력,,low,bare noun mis-tagged as key (no key signal),reclassify_verifier_or_navigate,False,True
ALTBASIC_SET_977,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:설정 >시스템 > 언어 및 입력 > 텍스트 음성 변환 출력 > 기본 엔진 설정,기본 엔진 설정,NOT_A_KEY,(reclassify) 기본 엔진 설정,,low,bare noun mis-tagged as key (no key signal),reclassify_verifier_or_navigate,False,True
ALTBASIC_SET_985,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:설정 >시스템 > 날짜 및 시간,설정,FREE_TEXT_DISCOVERY,navigate:<설정>,,low,navigate target needs a selector,device_selector_discovery,False,True
ALTBASIC_SET_985,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:설정 >시스템 > 날짜 및 시간,시스템,NOT_A_KEY,(reclassify) 시스템,,low,bare noun mis-tagged as key (no key signal),reclassify_verifier_or_navigate,False,True
ALTBASIC_SET_985,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:설정 >시스템 > 날짜 및 시간,날짜 및 시간,NOT_A_KEY,(reclassify) 날짜 및 시간,,low,bare noun mis-tagged as key (no key signal),reclassify_verifier_or_navigate,False,True
ALTBASIC_SET_987,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:설정 >시스템 > 여러 사용자,설정,FREE_TEXT_DISCOVERY,navigate:<설정>,,low,navigate target needs a selector,device_selector_discovery,False,True
ALTBASIC_SET_987,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:설정 >시스템 > 여러 사용자,시스템,NOT_A_KEY,(reclassify) 시스템,,low,bare noun mis-tagged as key (no key signal),reclassify_verifier_or_navigate,False,True
ALTBASIC_SET_987,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:설정 >시스템 > 여러 사용자,여러 사용자,NOT_A_KEY,(reclassify) 여러 사용자,,low,bare noun mis-tagged as key (no key signal),reclassify_verifier_or_navigate,False,True
ALTBASIC_LCH_001,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:하드키 볼륨 버튼,하드키 볼륨 버튼,FREE_TEXT_DISCOVERY,press_key:<하드키 볼륨 버튼>,,low,"named hardware key, no standard keycode",device_keycode_discovery,False,True
ALTBASIC_LCH_002,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:하드키 볼륨 버튼 > press_key:Press Up,하드키 볼륨 버튼,FREE_TEXT_DISCOVERY,press_key:<하드키 볼륨 버튼>,,low,"named hardware key, no standard keycode",device_keycode_discovery,False,True
ALTBASIC_LCH_002,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:하드키 볼륨 버튼 > press_key:Press Up,Press Up,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_UP,19,high,single explicit key -> keycode 19,,False,True
ALTBASIC_LCH_006,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:홈 메인화면 페이지 > press_key:네비키 또는 OK키 입력,홈 메인화면 페이지,FREE_TEXT_DISCOVERY,navigate:<홈 메인화면 페이지>,,low,navigate target needs a selector,device_selector_discovery,False,True
ALTBASIC_LCH_006,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:홈 메인화면 페이지 > press_key:네비키 또는 OK키 입력,네비키 또는 OK키 입력,ADJUDICATE,press_key:KEYCODE_DPAD_CENTER?,23,medium,disjunction/qualified key — intent choice,intent_choice,False,True
ALTBASIC_LCH_010,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:1. 홈화면 > press_key:네비키나 OK키 입력 > press_key:Press Right 3회 입력,홈화면,FREE_TEXT_DISCOVERY,navigate:<홈화면>,,low,navigate target needs a selector,device_selector_discovery,False,True
ALTBASIC_LCH_010,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:1. 홈화면 > press_key:네비키나 OK키 입력 > press_key:Press Right 3회 입력,네비키나 OK키 입력,ADJUDICATE,press_key:KEYCODE_DPAD_CENTER?,23,medium,disjunction/qualified key — intent choice,intent_choice,False,True
ALTBASIC_LCH_010,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:1. 홈화면 > press_key:네비키나 OK키 입력 > press_key:Press Right 3회 입력,Press Right 3회 입력,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_RIGHT,22,high,single explicit key -> keycode 22,,False,True
ALTBASIC_LCH_011,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:1. 홈화면 > press_key:네비키나 OK키 입력 > press_key:Press Down,홈화면,FREE_TEXT_DISCOVERY,navigate:<홈화면>,,low,navigate target needs a selector,device_selector_discovery,False,True
ALTBASIC_LCH_011,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:1. 홈화면 > press_key:네비키나 OK키 입력 > press_key:Press Down,네비키나 OK키 입력,ADJUDICATE,press_key:KEYCODE_DPAD_CENTER?,23,medium,disjunction/qualified key — intent choice,intent_choice,False,True
ALTBASIC_LCH_011,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,navigate:1. 홈화면 > press_key:네비키나 OK키 입력 > press_key:Press Down,Press Down,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_DOWN,20,high,single explicit key -> keycode 20,,False,True
ALTBASIC_LCH_016,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:앱 서랍 포커스 되지 않은 상태 > 네비키 또는 OK키 입력 > navigate:[앱 서랍 진입 설명 추가 필요],앱 서랍 포커스 되지 않은 상태,NOT_A_KEY,(reclassify) 앱 서랍 포커스 되지 않은 상태,,low,bare noun mis-tagged as key (no key signal),reclassify_verifier_or_navigate,False,True
ALTBASIC_LCH_016,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:앱 서랍 포커스 되지 않은 상태 > 네비키 또는 OK키 입력 > navigate:[앱 서랍 진입 설명 추가 필요],네비키 또는 OK키 입력,ADJUDICATE,press_key:KEYCODE_DPAD_CENTER?,23,medium,disjunction/qualified key — intent choice,intent_choice,False,True
ALTBASIC_LCH_016,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:앱 서랍 포커스 되지 않은 상태 > 네비키 또는 OK키 입력 > navigate:[앱 서랍 진입 설명 추가 필요],[앱 서랍 진입 설명 추가 필요],FREE_TEXT_DISCOVERY,navigate:<[앱 서랍 진입 설명 추가 필요]>,,low,navigate target needs a selector,device_selector_discovery,False,True
ALTBASIC_LCH_017,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 앱서랍 진입 > 네비키 또는 OK키 입력 > 우방향키 입력,앱서랍 진입,NOT_A_KEY,(reclassify) 앱서랍 진입,,low,screen/focus/state ref mis-tagged as key,reclassify_verifier_or_navigate,False,True
ALTBASIC_LCH_017,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 앱서랍 진입 > 네비키 또는 OK키 입력 > 우방향키 입력,네비키 또는 OK키 입력,ADJUDICATE,press_key:KEYCODE_DPAD_CENTER?,23,medium,disjunction/qualified key — intent choice,intent_choice,False,True
ALTBASIC_LCH_017,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 앱서랍 진입 > 네비키 또는 OK키 입력 > 우방향키 입력,우방향키 입력,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_RIGHT,22,high,single explicit key -> keycode 22,,False,True
ALTBASIC_LCH_018,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 앱서랍 진입 > 네비키 또는 OK키 입력 > 우방향키 누른 상태로 유지,앱서랍 진입,NOT_A_KEY,(reclassify) 앱서랍 진입,,low,screen/focus/state ref mis-tagged as key,reclassify_verifier_or_navigate,False,True
ALTBASIC_LCH_018,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 앱서랍 진입 > 네비키 또는 OK키 입력 > 우방향키 누른 상태로 유지,네비키 또는 OK키 입력,ADJUDICATE,press_key:KEYCODE_DPAD_CENTER?,23,medium,disjunction/qualified key — intent choice,intent_choice,False,True
ALTBASIC_LCH_018,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 앱서랍 진입 > 네비키 또는 OK키 입력 > 우방향키 누른 상태로 유지,우방향키 누른 상태로 유지,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_RIGHT,22,high,single explicit key -> keycode 22,,False,True
ALTBASIC_LCH_019,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 앱서랍 진입 > 네비키 또는 OK키 입력 > 하방향키 누른 상태로 유지,앱서랍 진입,NOT_A_KEY,(reclassify) 앱서랍 진입,,low,screen/focus/state ref mis-tagged as key,reclassify_verifier_or_navigate,False,True
ALTBASIC_LCH_019,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 앱서랍 진입 > 네비키 또는 OK키 입력 > 하방향키 누른 상태로 유지,네비키 또는 OK키 입력,ADJUDICATE,press_key:KEYCODE_DPAD_CENTER?,23,medium,disjunction/qualified key — intent choice,intent_choice,False,True
ALTBASIC_LCH_019,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 앱서랍 진입 > 네비키 또는 OK키 입력 > 하방향키 누른 상태로 유지,하방향키 누른 상태로 유지,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_DOWN,20,high,single explicit key -> keycode 20,,False,True
ALTBASIC_LCH_020,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 앱서랍 진입 > 네비키 또는 OK키 입력 > 하방향키 누른 상태로 유지 > press_key:2. 스크롤 마지막 앱에 포커스 위치 > 상방향키 누른 상태로 유지,앱서랍 진입,NOT_A_KEY,(reclassify) 앱서랍 진입,,low,screen/focus/state ref mis-tagged as key,reclassify_verifier_or_navigate,False,True
ALTBASIC_LCH_020,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 앱서랍 진입 > 네비키 또는 OK키 입력 > 하방향키 누른 상태로 유지 > press_key:2. 스크롤 마지막 앱에 포커스 위치 > 상방향키 누른 상태로 유지,네비키 또는 OK키 입력,ADJUDICATE,press_key:KEYCODE_DPAD_CENTER?,23,medium,disjunction/qualified key — intent choice,intent_choice,False,True
ALTBASIC_LCH_020,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 앱서랍 진입 > 네비키 또는 OK키 입력 > 하방향키 누른 상태로 유지 > press_key:2. 스크롤 마지막 앱에 포커스 위치 > 상방향키 누른 상태로 유지,하방향키 누른 상태로 유지,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_DOWN,20,high,single explicit key -> keycode 20,,False,True
ALTBASIC_LCH_020,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 앱서랍 진입 > 네비키 또는 OK키 입력 > 하방향키 누른 상태로 유지 > press_key:2. 스크롤 마지막 앱에 포커스 위치 > 상방향키 누른 상태로 유지,스크롤 마지막 앱에 포커스 위치,NOT_A_KEY,(reclassify) 스크롤 마지막 앱에 포커스 위치,,low,bare noun mis-tagged as key (no key signal),reclassify_verifier_or_navigate,False,True
ALTBASIC_LCH_020,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:1. 앱서랍 진입 > 네비키 또는 OK키 입력 > 하방향키 누른 상태로 유지 > press_key:2. 스크롤 마지막 앱에 포커스 위치 > 상방향키 누른 상태로 유지,상방향키 누른 상태로 유지,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_UP,19,high,single explicit key -> keycode 19,,False,True
ALTBASIC_LCH_021,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:단축다이얼 Page > 네비키 또는 Ok키 입력,단축다이얼 Page,FREE_TEXT_DISCOVERY,press_key:<단축다이얼 Page>,,low,unresolved free-text body,manifest_rewrite,False,True
ALTBASIC_LCH_021,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:단축다이얼 Page > 네비키 또는 Ok키 입력,네비키 또는 Ok키 입력,ADJUDICATE,press_key:KEYCODE_DPAD_CENTER?,23,medium,disjunction/qualified key — intent choice,intent_choice,False,True
ALTBASIC_LCH_022,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:홈화면 > 네비키 또는 OK키 입력 > 하방향키 입력,홈화면,NOT_A_KEY,(reclassify) 홈화면,,low,screen/focus/state ref mis-tagged as key,reclassify_verifier_or_navigate,False,True
ALTBASIC_LCH_022,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:홈화면 > 네비키 또는 OK키 입력 > 하방향키 입력,네비키 또는 OK키 입력,ADJUDICATE,press_key:KEYCODE_DPAD_CENTER?,23,medium,disjunction/qualified key — intent choice,intent_choice,False,True
ALTBASIC_LCH_022,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:홈화면 > 네비키 또는 OK키 입력 > 하방향키 입력,하방향키 입력,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_DOWN,20,high,single explicit key -> keycode 20,,False,True
ALTBASIC_LCH_023,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:홈화면 > 네비키 또는 OK키 입력 > 하방향키 입력 > 우방향키 입력,홈화면,NOT_A_KEY,(reclassify) 홈화면,,low,screen/focus/state ref mis-tagged as key,reclassify_verifier_or_navigate,False,True
ALTBASIC_LCH_023,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:홈화면 > 네비키 또는 OK키 입력 > 하방향키 입력 > 우방향키 입력,네비키 또는 OK키 입력,ADJUDICATE,press_key:KEYCODE_DPAD_CENTER?,23,medium,disjunction/qualified key — intent choice,intent_choice,False,True
ALTBASIC_LCH_023,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:홈화면 > 네비키 또는 OK키 입력 > 하방향키 입력 > 우방향키 입력,하방향키 입력,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_DOWN,20,high,single explicit key -> keycode 20,,False,True
ALTBASIC_LCH_023,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:홈화면 > 네비키 또는 OK키 입력 > 하방향키 입력 > 우방향키 입력,우방향키 입력,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_RIGHT,22,high,single explicit key -> keycode 22,,False,True
ALTBASIC_LCH_024,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:홈화면 > 네비키 또는 OK키 입력 > 하방향키 입력 > 우방향키 3회 입력,홈화면,NOT_A_KEY,(reclassify) 홈화면,,low,screen/focus/state ref mis-tagged as key,reclassify_verifier_or_navigate,False,True
ALTBASIC_LCH_024,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:홈화면 > 네비키 또는 OK키 입력 > 하방향키 입력 > 우방향키 3회 입력,네비키 또는 OK키 입력,ADJUDICATE,press_key:KEYCODE_DPAD_CENTER?,23,medium,disjunction/qualified key — intent choice,intent_choice,False,True
ALTBASIC_LCH_024,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:홈화면 > 네비키 또는 OK키 입력 > 하방향키 입력 > 우방향키 3회 입력,하방향키 입력,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_DOWN,20,high,single explicit key -> keycode 20,,False,True
ALTBASIC_LCH_024,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:홈화면 > 네비키 또는 OK키 입력 > 하방향키 입력 > 우방향키 3회 입력,우방향키 3회 입력,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_RIGHT,22,high,single explicit key -> keycode 22,,False,True
ALTBASIC_LCH_026,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:홈화면 > 네비키 또는 OK키 입력 > press_key:우방향키 누른 상태로 유지,홈화면,NOT_A_KEY,(reclassify) 홈화면,,low,screen/focus/state ref mis-tagged as key,reclassify_verifier_or_navigate,False,True
ALTBASIC_LCH_026,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:홈화면 > 네비키 또는 OK키 입력 > press_key:우방향키 누른 상태로 유지,네비키 또는 OK키 입력,ADJUDICATE,press_key:KEYCODE_DPAD_CENTER?,23,medium,disjunction/qualified key — intent choice,intent_choice,False,True
ALTBASIC_LCH_026,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:홈화면 > 네비키 또는 OK키 입력 > press_key:우방향키 누른 상태로 유지,우방향키 누른 상태로 유지,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_RIGHT,22,high,single explicit key -> keycode 22,,False,True
ALTBASIC_LCH_027,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:네비키 또는 OK키 입력 > 상방향키 누른 상태로 유지,네비키 또는 OK키 입력,ADJUDICATE,press_key:KEYCODE_DPAD_CENTER?,23,medium,disjunction/qualified key — intent choice,intent_choice,False,True
ALTBASIC_LCH_027,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:네비키 또는 OK키 입력 > 상방향키 누른 상태로 유지,상방향키 누른 상태로 유지,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_UP,19,high,single explicit key -> keycode 19,,False,True
ALTBASIC_LCH_029,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:네비키 또는 OK키 입력 > 하방향키 누른 상태로 유지,네비키 또는 OK키 입력,ADJUDICATE,press_key:KEYCODE_DPAD_CENTER?,23,medium,disjunction/qualified key — intent choice,intent_choice,False,True
ALTBASIC_LCH_029,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:네비키 또는 OK키 입력 > 하방향키 누른 상태로 유지,하방향키 누른 상태로 유지,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_DOWN,20,high,single explicit key -> keycode 20,,False,True
ALTBASIC_LCH_030,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:네비키 또는 OK키 입력 > 상방향키 입력하여 편집 버튼에 포커스 위치 > press_key:하방향키 입력,네비키 또는 OK키 입력,ADJUDICATE,press_key:KEYCODE_DPAD_CENTER?,23,medium,disjunction/qualified key — intent choice,intent_choice,False,True
ALTBASIC_LCH_030,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:네비키 또는 OK키 입력 > 상방향키 입력하여 편집 버튼에 포커스 위치 > press_key:하방향키 입력,상방향키 입력하여 편집 버튼에 포커스 위치,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_UP,19,high,single explicit key -> keycode 19,,False,True
ALTBASIC_LCH_030,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:네비키 또는 OK키 입력 > 상방향키 입력하여 편집 버튼에 포커스 위치 > press_key:하방향키 입력,하방향키 입력,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_DOWN,20,high,single explicit key -> keycode 20,,False,True
ALTBASIC_LCH_042,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:간편 설정 페이지 > 네비키 또는 OK키 입력,간편 설정 페이지,NOT_A_KEY,(reclassify) 간편 설정 페이지,,low,screen/focus/state ref mis-tagged as key,reclassify_verifier_or_navigate,False,True
ALTBASIC_LCH_042,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:간편 설정 페이지 > 네비키 또는 OK키 입력,네비키 또는 OK키 입력,ADJUDICATE,press_key:KEYCODE_DPAD_CENTER?,23,medium,disjunction/qualified key — intent choice,intent_choice,False,True
ALTBASIC_LCH_044,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:간편 설정 페이지 > 네비키 또는 OK키 입력 > press_key:Press Up,간편 설정 페이지,NOT_A_KEY,(reclassify) 간편 설정 페이지,,low,screen/focus/state ref mis-tagged as key,reclassify_verifier_or_navigate,False,True
ALTBASIC_LCH_044,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:간편 설정 페이지 > 네비키 또는 OK키 입력 > press_key:Press Up,네비키 또는 OK키 입력,ADJUDICATE,press_key:KEYCODE_DPAD_CENTER?,23,medium,disjunction/qualified key — intent choice,intent_choice,False,True
ALTBASIC_LCH_044,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:간편 설정 페이지 > 네비키 또는 OK키 입력 > press_key:Press Up,Press Up,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_UP,19,high,single explicit key -> keycode 19,,False,True
ALTBASIC_LCH_045,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:간편 설정 페이지 > 네비키 또는 OK키 입력 > press_key:Press Up > press_key:Press Ok,간편 설정 페이지,NOT_A_KEY,(reclassify) 간편 설정 페이지,,low,screen/focus/state ref mis-tagged as key,reclassify_verifier_or_navigate,False,True
ALTBASIC_LCH_045,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:간편 설정 페이지 > 네비키 또는 OK키 입력 > press_key:Press Up > press_key:Press Ok,네비키 또는 OK키 입력,ADJUDICATE,press_key:KEYCODE_DPAD_CENTER?,23,medium,disjunction/qualified key — intent choice,intent_choice,False,True
ALTBASIC_LCH_045,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:간편 설정 페이지 > 네비키 또는 OK키 입력 > press_key:Press Up > press_key:Press Ok,Press Up,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_UP,19,high,single explicit key -> keycode 19,,False,True
ALTBASIC_LCH_045,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:간편 설정 페이지 > 네비키 또는 OK키 입력 > press_key:Press Up > press_key:Press Ok,Press Ok,NOW_RESOLVABLE,press_key:KEYCODE_DPAD_CENTER,23,high,single explicit key -> keycode 23,,False,True
ALTBASIC_LCH_046,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:간편 설정 페이지 > 네비키 또는 OK키 입력 > press_key:Press Up 2회 입력,간편 설정 페이지,NOT_A_KEY,(reclassify) 간편 설정 페이지,,low,screen/focus/state ref mis-tagged as key,reclassify_verifier_or_navigate,False,True
ALTBASIC_LCH_046,doc/[THOR 2] ALT Basic Test Case_FULL.xlsx,press_key:간편 설정 페이지 > 네비키 또는 OK키 입력 > press_key:Press Up 2회 입력,네비키 또는 OK키 입력,ADJUDICATE,press_key:KEYCODE_DPAD_CENTER?,23,medium,disjunction/qualified key — intent choice,intent_choice,False,True
